Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
1/24/2024,61.5,48.3,38.6,50.9,42.4,35.9,94.0,81.0,50.0,1.3,0.0,0.0,30.9,30.81,0.0
1/25/2024,61.7,48.4,38.8,48.3,40.9,35.2,88.0,77.0,39.0,1.3,0.0,0.0,30.83,30.7,0.0
1/26/2024,65.6,50.6,40.6,46.5,39.7,35.9,86.0,69.0,36.0,2.0,0.0,0.0,30.75,30.65,0.0
1/27/2024,64.0,50.2,40.2,46.7,39.9,35.2,85.0,70.0,39.0,1.7,0.0,0.0,30.68,30.56,0.0
1/28/2024,59.0,48.0,39.0,45.3,40.3,35.4,88.0,76.0,51.0,2.0,0.0,0.0,30.62,30.55,0.0
1/29/2024,59.0,48.9,42.0,45.8,41.4,38.3,87.0,77.0,56.0,2.0,0.0,0.0,30.67,30.56,0.0
1/30/2024,53.6,45.1,38.1,47.6,41.1,35.4,91.0,86.0,77.0,2.0,0.0,0.0,30.72,30.64,0.0
1/31/2024,49.4,43.2,38.6,44.9,40.1,35.9,91.0,89.0,82.0,2.0,0.0,0.0,30.79,30.72,0.0
2/1/2024,60.6,48.0,36.5,45.1,37.5,32.5,91.0,69.0,42.0,9.1,0.6,0.0,30.8,30.69,0.0
2/2/2024,59.0,49.1,39.3,43.5,37.2,30.0,83.0,64.0,50.0,3.1,0.0,0.0,30.71,30.64,0.0
2/3/2024,58.4,46.1,36.3,43.1,36.0,30.2,90.0,70.0,36.0,2.0,0.0,0.0,30.73,30.66,0.0
2/4/2024,59.3,45.9,35.6,39.7,33.0,26.0,79.0,63.0,31.0,2.9,0.0,0.0,30.71,30.62,0.0
2/5/2024,58.1,46.1,36.1,41.7,35.6,30.7,82.0,68.0,42.0,2.0,0.0,0.0,30.67,30.55,0.0
2/6/2024,56.6,46.7,38.4,45.5,38.9,33.2,86.0,75.0,57.0,2.0,0.0,0.0,30.58,30.46,0.0
2/7/2024,49.1,43.3,36.5,43.7,39.2,32.7,93.0,86.0,78.0,1.7,0.0,0.0,30.51,30.36,0.0
2/8/2024,51.0,47.5,45.3,46.0,44.1,40.1,94.0,88.0,70.0,4.4,0.1,0.0,30.36,29.89,0.25
2/9/2024,51.0,48.0,46.0,49.4,46.4,44.2,95.0,94.0,89.0,3.3,0.1,0.0,29.89,29.45,0.85
2/10/2024,49.6,44.7,41.9,44.2,35.2,25.8,93.0,71.0,45.0,10.9,1.9,0.0,29.99,29.5,0.86
2/11/2024,48.5,42.5,37.5,39.9,34.0,26.7,91.0,73.0,56.0,6.9,0.6,0.0,30.14,29.99,0.12
2/12/2024,61.1,48.5,41.3,46.5,40.0,32.5,95.0,76.0,35.0,7.8,0.5,0.0,30.37,30.05,0.09
2/13/2024,57.3,49.8,41.9,51.2,45.7,38.6,94.0,86.0,77.0,3.3,0.0,0.0,30.53,30.35,0.09
2/14/2024,60.8,54.1,49.4,54.6,49.6,46.4,90.0,85.0,76.0,5.1,0.5,0.0,30.54,30.4,0.0
2/15/2024,60.2,52.4,47.6,52.5,48.9,44.9,93.0,88.0,73.0,2.4,0.0,0.0,30.4,30.23,0.09
2/16/2024,57.2,50.9,45.1,49.6,40.8,35.2,93.0,70.0,46.0,10.0,1.1,0.0,30.58,30.29,0.09
2/17/2024,61.7,52.3,44.4,40.2,32.8,20.3,80.0,51.0,21.0,14.9,2.8,0.0,30.74,30.57,0.0
2/18/2024,61.1,49.2,35.9,42.8,34.8,29.1,80.0,59.0,36.0,7.8,0.3,0.0,30.8,30.72,0.0
2/19/2024,65.4,54.7,45.6,48.0,41.5,35.2,81.0,63.0,34.0,6.0,0.4,0.0,30.75,30.63,0.0
2/20/2024,65.1,50.9,36.3,40.6,33.0,25.8,78.0,54.0,25.0,6.4,0.3,0.0,30.7,30.56,0.0
2/21/2024,57.5,47.9,37.2,43.3,33.8,23.7,77.0,59.0,35.0,2.0,0.0,0.0,30.61,30.42,2.09
2/22/2024,56.3,49.0,41.3,49.1,42.5,28.4,89.0,79.0,50.0,12.9,0.6,0.0,30.43,30.04,2.09
2/23/2024,50.0,44.3,41.0,37.7,29.6,24.8,74.0,57.0,41.0,11.4,1.8,0.0,30.15,30.04,0.01
2/24/2024,50.3,44.6,40.2,33.6,28.9,23.9,69.0,55.0,37.0,11.6,2.5,0.0,30.24,30.03,0.01
2/25/2024,58.1,49.4,42.6,48.3,43.5,33.2,90.0,81.0,55.0,9.1,0.6,0.0,30.23,29.93,0.03
2/26/2024,53.6,47.2,41.9,38.8,33.6,26.9,82.0,60.0,41.0,9.6,2.5,0.0,30.13,29.89,0.03
2/27/2024,48.7,43.0,39.7,30.7,27.6,23.5,64.0,55.0,45.0,17.6,4.0,0.0,30.39,30.12,0.01
2/28/2024,53.2,46.1,41.3,36.6,31.9,24.9,66.0,58.0,50.0,20.3,4.1,0.0,30.45,30.33,0.0
2/29/2024,58.2,46.6,35.4,39.7,32.5,21.0,81.0,59.0,40.0,14.9,1.6,0.0,30.42,30.2,0.0
3/1/2024,57.2,44.7,32.9,37.5,28.6,21.7,71.0,54.0,37.0,13.1,1.0,0.0,30.36,30.15,0.0
3/2/2024,45.8,42.1,38.1,42.6,37.4,29.3,91.0,84.0,67.0,9.8,0.9,0.0,30.15,29.74,0.51
3/3/2024,48.2,42.3,37.2,35.6,30.3,25.1,81.0,63.0,44.0,12.9,2.0,0.0,30.23,29.91,0.51
3/4/2024,55.0,47.0,41.1,48.0,38.6,28.4,88.0,74.0,49.0,8.7,0.9,0.0,30.36,30.22,0.04
3/5/2024,57.2,47.2,39.3,36.3,32.2,28.2,73.0,57.0,40.0,9.3,1.2,0.0,30.47,30.35,0.04
3/6/2024,57.9,43.4,33.4,38.1,33.4,28.7,84.0,69.0,44.0,2.4,0.0,0.0,30.46,30.24,0.0
3/7/2024,54.3,45.1,40.1,44.6,38.2,34.1,93.0,78.0,57.0,4.6,0.2,0.0,30.24,29.93,0.23
3/8/2024,51.8,43.0,37.9,41.9,38.4,35.6,94.0,84.0,61.0,5.5,0.7,0.0,29.98,29.78,0.61
3/9/2024,47.1,42.7,38.6,42.9,38.7,33.9,94.0,86.0,67.0,6.4,0.5,0.0,29.78,29.6,0.67
3/10/2024,53.0,45.5,39.3,41.3,37.4,35.0,93.0,75.0,52.0,10.2,1.3,0.0,30.09,29.69,0.28
3/11/2024,55.9,47.8,41.9,36.8,33.7,28.4,74.0,59.0,41.0,9.3,1.9,0.0,30.43,30.09,0.04
3/12/2024,62.0,48.0,38.1,41.7,36.8,32.9,83.0,67.0,41.0,3.8,0.1,0.0,30.46,30.37,0.0
3/13/2024,64.2,50.5,38.4,42.6,37.8,33.9,85.0,64.0,37.0,2.6,0.0,0.0,30.38,30.24,0.0
3/14/2024,63.5,50.6,39.2,47.4,41.4,34.7,85.0,72.0,51.0,4.6,0.3,0.0,30.38,30.27,0.0
3/15/2024,60.9,49.5,40.6,52.1,44.3,37.2,91.0,83.0,64.0,2.0,0.0,0.0,30.49,30.38,0.0
3/16/2024,65.4,53.7,41.7,52.5,45.9,38.6,90.0,76.0,57.0,2.9,0.1,0.0,30.56,30.47,0.0
3/17/2024,68.1,57.5,45.6,54.1,49.0,42.6,90.0,75.0,56.0,2.0,0.0,0.0,30.51,30.37,0.0
3/18/2024,71.6,58.8,47.3,53.6,49.3,43.8,90.0,73.0,49.0,3.1,0.1,0.0,30.4,30.29,0.0
3/19/2024,73.4,59.4,49.1,52.3,47.8,44.0,87.0,68.0,39.0,3.1,0.1,0.0,30.32,30.2,0.0
3/20/2024,73.5,59.9,50.3,48.9,45.3,43.1,79.0,61.0,37.0,3.1,0.1,0.0,30.32,30.19,0.0
3/21/2024,77.5,64.1,55.5,50.0,45.9,41.9,72.0,54.0,30.0,4.4,0.1,0.0,30.45,30.29,0.0
3/22/2024,78.6,64.4,50.9,49.6,44.2,35.9,79.0,52.0,23.0,2.9,0.0,0.0,30.45,30.3,0.0
3/23/2024,76.1,60.8,50.5,52.1,45.7,40.2,71.0,59.0,37.0,2.9,0.0,0.0,30.4,30.25,0.0
3/24/2024,73.4,60.7,48.7,50.3,44.0,35.9,85.0,57.0,31.0,2.9,0.0,0.0,30.31,30.0,0.0
3/25/2024,57.7,53.6,49.1,53.2,46.5,37.4,94.0,78.0,50.0,2.2,0.0,0.0,30.02,29.59,0.34
3/26/2024,50.3,44.3,37.9,41.9,33.0,19.7,90.0,67.0,34.0,9.8,1.3,0.0,29.66,29.58,0.34
3/27/2024,59.0,48.6,39.3,48.0,41.5,29.1,91.0,77.0,56.0,8.2,1.1,0.0,29.75,29.61,0.14
3/28/2024,61.3,51.7,44.7,50.5,44.0,40.8,91.0,76.0,50.0,7.1,1.0,0.0,29.86,29.67,0.22
3/29/2024,50.9,46.4,40.1,48.7,44.2,38.1,95.0,92.0,81.0,5.5,0.2,0.0,29.78,29.66,0.78
3/30/2024,51.8,44.0,39.0,45.5,41.6,37.0,95.0,91.0,74.0,4.2,0.3,0.0,29.78,29.59,0.78
3/31/2024,48.5,42.8,39.2,44.4,39.9,36.5,95.0,90.0,78.0,6.7,0.3,0.0,29.91,29.61,0.72
4/1/2024,54.8,44.6,36.3,45.3,38.5,32.5,93.0,80.0,45.0,7.8,0.5,0.0,30.3,29.91,0.61
4/2/2024,55.2,45.6,37.7,45.8,40.1,35.2,92.0,82.0,60.0,3.3,0.2,0.0,30.37,30.27,0.07
4/3/2024,62.0,50.8,41.7,48.7,43.7,39.0,91.0,78.0,55.0,2.6,0.0,0.0,30.41,30.29,0.0
4/4/2024,67.8,53.6,41.5,51.0,44.8,38.6,90.0,74.0,47.0,2.6,0.1,0.0,30.41,30.3,0.0
4/5/2024,70.5,55.7,43.5,48.7,44.5,40.4,90.0,69.0,36.0,2.4,0.0,0.0,30.35,30.23,0.0
4/6/2024,75.7,61.1,49.1,50.9,44.8,37.9,80.0,58.0,30.0,2.4,0.0,0.0,30.29,30.18,0.0
4/7/2024,74.3,63.1,55.9,51.9,48.0,40.1,76.0,59.0,36.0,4.4,0.2,0.0,30.29,30.17,0.0
4/8/2024,64.7,54.8,45.5,49.8,44.6,32.5,88.0,70.0,37.0,10.7,1.0,0.0,30.35,30.14,0.14
4/9/2024,58.8,50.0,40.1,37.5,32.2,26.9,73.0,52.0,33.0,9.3,1.7,0.0,30.65,30.35,0.14
4/10/2024,68.3,53.9,39.0,44.6,37.6,32.7,80.0,56.0,34.0,11.4,1.5,0.0,30.67,30.56,0.0
4/11/2024,78.9,63.7,52.3,50.3,45.0,40.4,71.0,52.0,30.0,9.1,1.4,0.0,30.66,30.56,0.0
4/12/2024,77.1,60.2,47.6,51.8,44.6,39.5,78.0,59.0,33.0,3.1,0.1,0.0,30.72,30.59,0.0
4/13/2024,81.1,63.0,48.2,50.1,44.3,28.7,83.0,56.0,15.0,2.6,0.1,0.0,30.66,30.51,0.0
4/14/2024,80.9,65.1,50.9,48.3,44.8,41.3,74.0,51.0,27.0,2.9,0.1,0.0,30.57,30.42,0.0
4/15/2024,80.0,66.1,54.5,53.4,46.8,36.3,79.0,53.0,28.0,10.0,1.7,0.0,30.45,30.33,0.0
4/16/2024,76.1,63.4,50.7,44.7,40.1,35.2,68.0,44.0,27.0,11.6,1.6,0.0,30.38,30.24,0.0
4/17/2024,73.2,57.8,43.8,41.5,37.3,28.9,79.0,50.0,20.0,7.8,1.3,0.0,30.3,30.2,0.0
4/18/2024,72.3,56.3,42.8,40.6,36.5,32.0,73.0,50.0,29.0,8.0,0.3,0.0,30.37,30.25,0.0
4/19/2024,70.5,54.7,39.9,46.2,37.0,25.8,77.0,53.0,34.0,3.3,0.1,0.0,30.42,30.27,0.0
4/20/2024,77.9,60.9,45.1,44.7,36.9,27.6,80.0,48.0,16.0,3.3,0.1,0.0,30.3,30.16,0.0
4/21/2024,74.4,59.4,43.5,40.4,32.6,26.4,62.0,39.0,21.0,8.0,0.6,0.0,30.28,30.16,0.0
4/22/2024,63.8,53.5,42.8,33.0,28.1,20.4,62.0,40.0,21.0,13.1,1.5,0.0,30.34,30.22,0.0
4/23/2024,59.5,49.8,35.9,37.4,28.9,21.7,60.0,45.0,33.0,10.5,2.1,0.0,30.36,30.25,0.0
4/24/2024,66.7,50.8,37.4,33.6,28.5,24.8,67.0,45.0,23.0,8.0,1.3,0.0,30.36,30.2,0.0
4/25/2024,65.8,53.8,44.4,39.0,33.6,29.8,68.0,48.0,31.0,8.7,0.7,0.0,30.2,30.0,0.0
4/26/2024,63.1,55.2,46.0,41.3,37.8,34.7,72.0,53.0,38.0,5.1,0.6,0.0,30.04,29.88,0.0
4/27/2024,59.7,51.6,46.0,48.2,43.4,35.9,93.0,75.0,42.0,8.2,0.9,0.0,30.03,29.78,0.45
4/28/2024,63.6,51.7,40.8,42.2,36.4,24.8,87.0,60.0,25.0,7.1,0.6,0.0,30.2,30.02,0.45
4/29/2024,64.7,54.0,44.0,42.6,37.6,33.6,76.0,56.0,34.0,8.2,0.8,0.0,30.25,30.17,0.0
4/30/2024,65.3,54.0,41.9,49.1,41.4,37.2,85.0,65.0,40.0,6.2,0.4,0.0,30.26,30.12,0.01
5/1/2024,58.4,49.8,42.8,49.1,35.1,24.6,86.0,60.0,29.0,10.0,1.7,0.0,30.18,30.05,0.01
5/2/2024,60.8,49.3,38.1,38.8,33.9,28.2,83.0,59.0,29.0,6.4,0.6,0.0,30.33,30.18,0.01
5/3/2024,67.6,54.9,38.8,43.1,37.8,34.1,85.0,56.0,33.0,3.3,0.3,0.0,30.38,30.29,0.0
5/4/2024,75.0,62.5,44.7,48.7,44.4,39.3,83.0,55.0,33.0,4.4,0.6,0.0,30.35,30.23,0.0
5/5/2024,70.5,59.4,49.6,52.7,48.8,43.7,91.0,69.0,48.0,8.0,0.7,0.0,30.3,30.14,0.29
5/6/2024,67.6,56.4,48.2,54.1,45.1,35.9,93.0,70.0,32.0,7.3,0.9,0.0,30.3,30.15,0.33
5/7/2024,72.1,57.7,42.8,43.8,39.0,36.1,81.0,53.0,28.0,9.6,1.4,0.0,30.46,30.3,0.12
5/8/2024,77.9,58.9,43.8,45.1,39.1,34.8,80.0,52.0,23.0,6.0,0.2,0.0,30.47,30.34,0.0
5/9/2024,80.6,63.2,48.5,46.4,41.8,38.1,76.0,49.0,23.0,3.3,0.1,0.0,30.38,30.25,0.0
5/10/2024,82.5,67.6,53.4,48.7,43.3,36.1,72.0,45.0,19.0,3.1,0.1,0.0,30.33,30.21,0.0
5/11/2024,83.1,67.0,53.2,49.6,44.0,38.6,71.0,47.0,21.0,8.7,0.8,0.0,30.3,30.2,0.0
5/12/2024,82.2,68.7,56.1,48.3,45.9,43.1,69.0,46.0,27.0,7.8,0.7,0.0,30.3,30.2,0.0
5/13/2024,80.6,66.1,54.6,59.3,49.3,44.6,86.0,57.0,33.0,7.6,0.5,0.0,30.24,30.02,0.06
5/14/2024,65.1,57.4,50.0,54.8,40.7,32.5,86.0,56.0,33.0,12.0,2.7,0.0,30.08,30.0,0.12
5/15/2024,64.4,55.0,48.3,40.8,33.8,26.0,69.0,47.0,25.0,8.5,1.5,0.0,30.08,30.03,0.12
5/16/2024,64.4,55.4,49.1,41.7,37.3,30.9,66.0,52.0,36.0,6.0,0.8,0.0,30.1,30.03,0.0
5/17/2024,66.2,57.4,50.1,50.5,44.0,37.7,93.0,64.0,37.0,8.5,0.6,0.0,30.14,30.03,0.26
5/18/2024,70.5,57.0,46.0,45.5,41.3,37.0,80.0,58.0,30.0,8.5,1.1,0.0,30.17,30.08,0.26
5/19/2024,69.9,57.8,49.6,45.5,42.3,36.8,78.0,58.0,33.0,10.2,1.3,0.0,30.15,30.05,0.0
5/20/2024,67.8,55.2,43.7,51.9,41.8,37.7,81.0,63.0,35.0,5.3,0.6,0.0,30.19,30.12,0.0
5/21/2024,72.3,59.4,51.8,48.9,44.6,38.1,84.0,60.0,34.0,6.7,0.3,0.0,30.31,30.18,0.01
5/22/2024,69.8,57.6,46.0,47.1,41.6,36.1,86.0,59.0,31.0,8.0,0.8,0.0,30.33,30.25,0.01
5/23/2024,76.1,60.9,47.4,44.9,40.5,35.2,75.0,49.0,27.0,8.5,1.4,0.0,30.35,30.22,0.0
5/24/2024,80.4,66.1,50.9,48.9,42.4,34.7,71.0,46.0,21.0,6.4,0.6,0.0,30.3,30.21,0.0
5/25/2024,84.3,68.8,51.8,47.3,38.1,28.2,64.0,36.0,15.0,6.4,0.9,0.0,30.32,30.24,0.0
5/26/2024,84.7,70.8,54.5,52.5,41.7,34.5,58.0,37.0,23.0,6.9,1.0,0.0,30.34,30.22,0.0
5/27/2024,85.6,71.3,57.7,50.7,45.8,43.3,67.0,42.0,25.0,7.8,1.1,0.0,30.35,30.26,0.0
5/28/2024,86.3,73.0,59.3,53.7,48.7,43.5,63.0,44.0,29.0,6.9,0.4,0.0,30.4,30.29,0.0
5/29/2024,89.9,76.0,59.9,49.2,46.1,41.9,61.0,37.0,20.0,6.9,0.7,0.0,30.35,30.22,0.0
5/30/2024,87.9,75.9,60.9,56.6,49.3,43.7,61.0,41.0,25.0,9.6,0.9,0.0,30.27,30.11,0.0
5/31/2024,85.4,70.7,54.1,54.5,37.5,25.3,62.0,34.0,13.0,4.9,0.4,0.0,30.25,30.14,0.0
6/1/2024,78.8,65.6,50.7,51.6,40.3,35.0,62.0,41.0,26.0,5.1,0.4,0.0,30.34,30.2,0.0
6/2/2024,81.6,66.9,50.9,43.3,39.5,36.5,69.0,40.0,20.0,3.8,0.2,0.0,30.37,30.24,0.0
6/3/2024,84.0,70.7,56.3,50.9,44.7,38.1,64.0,42.0,20.0,7.1,0.5,0.0,30.33,30.19,0.0
6/4/2024,86.3,72.9,57.5,51.2,46.6,39.7,71.0,43.0,21.0,7.1,0.4,0.0,30.27,30.17,0.0
6/5/2024,90.5,76.6,61.5,49.6,45.1,38.8,56.0,35.0,18.0,4.4,0.3,0.0,30.3,30.2,0.0
6/6/2024,93.0,78.0,63.8,62.0,47.1,41.0,72.0,37.0,18.0,8.0,0.5,0.0,30.33,30.2,0.01
6/7/2024,89.9,78.4,67.8,58.8,49.5,42.0,69.0,40.0,21.0,9.1,0.7,0.0,30.32,30.12,0.01
6/8/2024,76.1,68.5,61.8,58.6,52.5,47.1,82.0,58.0,37.0,8.0,0.7,0.0,30.2,30.07,0.01
6/9/2024,72.3,64.8,58.2,59.9,55.7,52.8,85.0,73.0,56.0,5.1,0.2,0.0,30.17,30.08,0.01
6/10/2024,66.7,61.1,55.7,59.5,55.0,51.2,94.0,81.0,64.0,3.1,0.0,0.0,30.24,30.14,1.4
6/11/2024,76.8,63.8,50.5,51.8,45.2,37.9,88.0,56.0,26.0,8.0,0.9,0.0,30.3,30.2,1.4
6/12/2024,74.6,64.0,51.9,52.5,45.1,38.3,81.0,53.0,32.0,9.1,1.0,0.0,30.39,30.26,0.0
6/13/2024,82.0,67.0,49.8,49.6,44.4,39.7,76.0,47.0,27.0,4.4,0.4,0.0,30.41,30.28,0.0
6/14/2024,87.6,72.8,56.4,54.1,43.2,29.4,66.0,38.0,13.0,8.0,0.9,0.0,30.33,30.15,0.0
6/15/2024,85.8,72.2,60.4,54.3,43.1,27.8,63.0,39.0,16.0,9.8,2.1,0.0,30.22,30.15,0.0
6/16/2024,87.6,72.9,55.5,47.8,39.8,32.9,57.0,32.0,18.0,7.3,0.8,0.0,30.24,30.12,0.0
6/17/2024,87.2,72.7,57.5,46.9,43.7,36.8,63.0,38.0,17.0,6.7,0.8,0.0,30.21,30.11,0.0
6/18/2024,78.4,69.0,58.6,58.6,49.2,42.6,87.0,52.0,31.0,8.2,0.6,0.0,30.23,30.12,0.01
6/19/2024,78.4,65.1,53.7,54.3,47.5,38.4,89.0,59.0,24.0,6.2,0.3,0.0,30.26,30.17,0.01
6/20/2024,70.7,60.6,55.9,55.9,50.6,45.3,90.0,71.0,46.0,9.3,0.4,0.0,30.37,30.22,0.03
6/21/2024,80.7,66.2,53.2,51.8,48.8,45.8,84.0,58.0,31.0,5.5,0.5,0.0,30.45,30.37,0.03
6/22/2024,86.0,70.0,58.2,50.7,47.5,42.9,70.0,47.0,24.0,10.2,1.2,0.0,30.44,30.35,0.0
6/23/2024,85.4,72.5,60.9,56.8,52.5,47.6,69.0,51.0,34.0,8.7,1.5,0.0,30.4,30.25,0.0
6/24/2024,90.5,74.5,58.8,56.8,53.2,45.3,80.0,51.0,24.0,6.4,0.5,0.0,30.29,30.11,0.0
6/25/2024,89.9,76.5,63.5,60.0,53.4,47.3,63.0,46.0,29.0,7.1,0.7,0.0,30.18,30.04,0.0
6/26/2024,86.3,75.7,66.9,63.6,58.3,51.4,82.0,57.0,34.0,9.1,0.4,0.0,30.17,30.08,0.01
6/27/2024,91.7,78.5,65.3,57.3,52.3,44.0,70.0,43.0,21.0,6.9,0.3,0.0,30.22,30.1,0.01
6/28/2024,86.3,74.6,63.8,60.8,52.0,47.1,77.0,46.0,27.0,4.2,0.4,0.0,30.25,30.16,0.0
6/29/2024,72.6,66.7,61.1,63.3,60.3,58.4,92.0,81.0,67.0,3.5,0.1,0.0,30.25,30.17,0.26
6/30/2024,80.2,69.9,61.7,59.9,56.0,49.6,87.0,64.0,37.0,5.3,0.4,0.0,30.29,30.22,0.26
7/1/2024,82.9,71.3,59.1,55.9,51.5,43.3,80.0,54.0,25.0,9.6,1.4,0.0,30.42,30.27,0.0
7/2/2024,84.7,72.4,57.9,53.2,49.5,43.5,76.0,47.0,28.0,10.7,1.5,0.0,30.43,30.3,0.0
7/3/2024,93.0,76.4,59.0,50.1,42.9,35.0,49.0,32.0,20.0,7.3,0.7,0.0,30.35,30.21,0.0
7/4/2024,96.8,80.7,63.5,57.0,47.2,40.2,56.0,34.0,17.0,4.6,0.2,0.0,30.3,30.18,0.0
7/5/2024,95.3,81.6,68.3,56.6,51.2,41.5,64.0,38.0,17.0,9.3,0.2,0.0,30.24,30.05,0.0
7/6/2024,86.9,78.1,69.0,57.9,53.7,48.7,61.0,44.0,28.0,9.8,0.9,0.0,30.19,30.06,0.0
7/7/2024,88.8,74.6,61.5,58.4,48.4,34.3,74.0,45.0,16.0,5.1,0.2,0.0,30.22,30.14,0.0
7/8/2024,90.6,76.3,60.2,52.8,43.5,35.0,59.0,35.0,15.0,3.8,0.1,0.0,30.27,30.17,0.0
7/9/2024,90.3,76.5,60.9,47.6,42.6,34.3,54.0,32.0,16.0,1.5,0.0,0.0,30.3,30.22,0.0
7/10/2024,94.8,79.2,62.7,57.2,50.9,44.9,59.0,39.0,25.0,0.0,0.0,0.0,30.38,30.29,0.0
7/11/2024,96.0,81.9,68.0,58.4,54.0,46.7,64.0,40.0,23.0,0.0,0.0,0.0,30.35,30.23,0.0
7/12/2024,91.0,79.3,68.5,51.4,47.6,42.4,51.0,34.0,21.0,0.0,0.0,0.0,30.29,30.17,0.0
7/13/2024,92.6,77.9,64.4,57.2,46.6,32.3,59.0,37.0,13.0,0.0,0.0,0.0,30.21,30.07,0.0
7/14/2024,92.8,77.7,62.4,48.0,39.3,19.7,51.0,28.0,9.0,0.0,0.0,0.0,30.23,30.12,0.0
7/15/2024,87.2,76.2,63.5,57.7,49.2,43.7,53.0,39.0,25.0,0.0,0.0,0.0,30.28,30.19,0.0
7/16/2024,91.5,76.1,60.9,49.2,42.1,31.6,59.0,33.0,14.0,0.0,0.0,0.0,30.35,30.25,0.0
7/17/2024,95.9,78.8,63.3,57.0,43.4,36.1,52.0,31.0,14.0,0.0,0.0,0.0,30.36,30.25,0.0
7/18/2024,96.0,80.8,66.5,60.9,45.1,37.9,51.0,30.0,15.0,0.0,0.0,0.0,30.4,30.29,0.0
7/19/2024,99.8,83.6,66.7,46.4,41.0,32.3,44.0,25.0,11.0,0.0,0.0,0.0,30.41,30.25,0.0
7/20/2024,95.9,81.1,65.8,53.2,44.5,37.0,42.0,28.0,18.0,0.0,0.0,0.0,30.28,30.08,0.0
7/21/2024,86.7,76.2,65.6,55.0,44.1,25.1,65.0,36.0,11.0,11.6,2.2,0.0,30.36,30.15,0.0
7/22/2024,96.0,77.5,58.6,45.3,36.0,19.2,54.0,27.0,8.0,3.1,0.0,0.0,30.43,30.33,0.0
