Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
4/5/2024,76.1,61.5,50.0,51.6,47.8,42.9,86.0,64.0,31.0,12.5,4.1,0.0,29.97,29.82,0.0
4/6/2024,75.3,65.0,55.5,55.9,46.2,39.7,64.0,51.0,34.0,11.6,4.5,0.0,29.91,29.79,0.0
4/7/2024,71.7,62.3,55.5,56.3,52.2,49.2,87.0,71.0,52.0,16.3,4.5,0.0,29.91,29.82,0.0
4/8/2024,62.2,54.8,47.8,51.6,46.5,35.4,92.0,75.0,52.0,19.4,7.4,0.0,30.0,29.79,0.0
4/9/2024,64.7,50.9,39.9,37.2,32.7,26.7,77.0,53.0,28.0,16.5,4.6,0.0,30.3,30.0,0.0
4/10/2024,71.4,56.2,42.8,48.0,39.6,34.5,75.0,55.0,35.0,10.0,3.6,0.0,30.3,30.21,0.0
4/11/2024,82.4,65.1,49.6,55.5,46.7,41.5,78.0,54.0,33.0,9.6,3.2,0.0,30.27,30.18,0.0
4/12/2024,77.3,64.2,51.6,48.0,40.6,34.1,58.0,43.0,27.0,11.4,3.6,0.0,30.35,30.24,0.0
4/13/2024,83.8,67.6,54.5,47.4,42.3,28.2,71.0,43.0,15.0,8.5,3.2,0.0,30.3,30.15,0.0
4/14/2024,82.0,68.4,54.6,47.4,43.2,37.2,69.0,42.0,25.0,8.5,3.3,0.0,30.21,30.06,0.0
4/15/2024,84.0,70.6,57.0,56.8,47.8,42.4,70.0,46.0,25.0,11.4,3.7,0.0,30.09,29.97,0.0
4/16/2024,80.2,67.3,55.7,49.2,43.1,37.9,63.0,43.0,24.0,17.8,4.0,0.0,30.03,29.88,0.0
4/17/2024,76.1,60.3,47.3,44.0,39.8,37.0,72.0,49.0,27.0,11.8,4.0,0.0,29.94,29.82,0.0
4/18/2024,73.5,59.7,47.1,41.5,37.0,32.9,68.0,45.0,24.0,11.8,5.1,0.0,29.97,29.88,0.0
4/19/2024,75.2,58.1,44.2,47.8,39.0,31.2,62.0,50.0,32.0,12.9,4.6,0.0,30.03,29.91,0.0
4/20/2024,76.6,62.9,50.7,46.7,40.9,27.5,80.0,50.0,17.0,10.2,3.9,0.0,29.94,29.79,0.0
4/21/2024,78.4,62.0,48.2,43.5,34.5,29.8,60.0,37.0,23.0,11.1,4.8,0.0,29.91,29.79,0.0
4/22/2024,67.1,55.7,44.6,33.9,29.3,21.9,58.0,38.0,26.0,13.8,6.1,0.0,29.97,29.82,0.0
4/23/2024,64.0,50.8,37.2,37.9,27.4,21.3,60.0,41.0,28.0,12.0,4.5,0.0,30.0,29.88,0.0
4/24/2024,65.4,52.8,40.2,38.1,31.5,25.8,70.0,46.0,26.0,11.4,4.1,0.0,30.0,29.82,0.0
4/25/2024,66.5,56.3,46.7,39.3,33.9,27.1,62.0,44.0,30.0,11.8,3.3,0.0,29.82,29.65,0.0
4/26/2024,59.9,54.0,47.3,43.7,39.8,35.0,80.0,60.0,44.0,17.6,5.9,0.0,29.68,29.53,0.0
4/27/2024,57.7,51.2,43.8,48.2,43.5,37.9,92.0,76.0,50.0,22.1,7.4,0.0,29.68,29.44,0.33
4/28/2024,64.9,52.5,41.1,42.9,37.5,31.8,86.0,60.0,32.0,9.6,3.5,0.0,29.82,29.68,0.0
4/29/2024,65.4,54.0,43.7,48.2,40.2,35.7,80.0,61.0,34.0,13.6,3.3,0.0,29.88,29.82,0.11
4/30/2024,62.2,54.5,45.3,47.6,42.5,32.1,89.0,66.0,34.0,17.8,6.1,0.0,29.88,29.79,0.0
5/1/2024,55.0,49.0,44.2,47.8,38.7,30.0,88.0,69.0,39.0,21.6,7.5,1.5,29.85,29.73,0.03
5/2/2024,59.0,48.8,38.3,39.7,35.9,32.3,89.0,64.0,38.0,14.5,6.2,0.0,29.97,29.85,0.0
5/3/2024,64.7,53.2,42.8,43.3,39.2,34.3,85.0,62.0,35.0,14.9,5.9,0.0,30.03,29.97,0.0
5/4/2024,73.0,60.3,47.8,48.9,44.8,38.6,83.0,59.0,34.0,22.1,6.5,0.0,29.97,29.88,0.0
5/5/2024,66.7,59.9,54.1,56.1,51.3,46.2,93.0,75.0,53.0,22.5,7.1,0.0,29.94,29.79,0.47
5/6/2024,69.0,58.3,51.2,56.3,48.9,38.8,94.0,74.0,37.0,11.8,4.9,0.0,29.94,29.79,0.09
5/7/2024,76.6,61.1,47.3,45.5,40.5,33.6,76.0,49.0,27.0,11.8,3.6,0.0,30.06,29.94,0.0
5/8/2024,77.1,62.3,48.5,40.8,37.1,27.8,71.0,43.0,17.0,17.6,4.8,0.0,30.09,29.97,0.0
5/9/2024,83.3,67.3,52.5,46.2,40.6,30.7,68.0,40.0,21.0,14.0,3.3,0.0,30.0,29.91,0.0
5/10/2024,84.5,77.2,66.3,49.1,44.1,40.2,48.0,32.0,22.0,10.9,4.5,0.0,29.97,29.82,0.0
5/11/2024,81.5,69.4,57.5,49.8,42.9,39.2,54.0,40.0,26.0,13.6,5.6,0.0,29.91,29.85,0.0
5/12/2024,81.8,69.9,59.5,51.8,47.3,42.2,65.0,46.0,27.0,10.7,3.6,0.0,29.94,29.85,0.0
5/13/2024,79.5,69.9,59.5,53.6,48.7,45.5,65.0,48.0,32.0,19.4,5.9,0.0,29.88,29.68,0.0
5/14/2024,66.0,57.5,50.3,57.3,43.6,38.4,90.0,62.0,39.0,19.0,7.1,1.3,29.73,29.68,0.12
5/15/2024,64.7,59.4,53.0,39.2,34.9,30.0,59.0,40.0,32.0,13.1,6.1,0.0,29.73,29.68,0.0
5/16/2024,63.1,54.1,45.8,40.8,38.9,35.4,80.0,59.0,40.0,17.4,7.1,0.0,29.76,29.71,0.0
5/17/2024,67.1,58.0,50.7,50.0,44.5,38.3,92.0,64.0,37.0,16.5,6.4,0.0,29.76,29.68,0.0
5/18/2024,71.2,60.4,46.7,44.6,40.3,32.5,80.0,51.0,25.0,13.4,4.3,0.0,29.79,29.71,0.0
5/19/2024,70.1,59.9,50.0,47.1,42.7,35.7,78.0,55.0,29.0,17.8,4.4,0.0,29.76,29.68,0.0
5/20/2024,70.7,58.9,48.9,46.2,42.9,37.7,82.0,58.0,33.0,12.9,3.9,0.0,29.82,29.76,0.0
5/21/2024,68.5,58.3,53.4,50.3,45.6,41.5,80.0,64.0,39.0,16.5,5.1,0.0,29.97,29.82,0.0
5/22/2024,69.8,59.3,48.9,48.2,43.4,36.6,82.0,58.0,31.0,13.6,4.4,0.0,30.0,29.88,0.0
5/23/2024,78.6,64.6,50.7,43.5,38.7,27.8,66.0,42.0,16.0,9.6,2.8,0.0,29.97,29.85,0.0
5/24/2024,82.0,68.0,52.8,50.3,43.3,37.0,71.0,44.0,21.0,13.1,4.5,0.0,29.94,29.85,0.0
5/25/2024,82.7,70.5,55.4,50.3,39.2,26.6,69.0,36.0,13.0,17.0,5.6,0.0,29.94,29.88,0.0
5/26/2024,83.3,72.1,59.3,48.7,42.1,34.1,48.0,35.0,24.0,16.3,5.2,0.0,29.97,29.88,0.0
5/27/2024,84.9,69.8,59.0,51.9,46.4,40.2,60.0,45.0,21.0,9.6,2.7,0.0,29.97,29.91,0.0
5/28/2024,88.7,74.0,60.2,57.3,50.4,42.8,70.0,47.0,21.0,11.8,3.7,0.0,30.03,29.94,0.0
5/29/2024,95.1,78.9,64.0,55.7,47.7,40.1,53.0,36.0,17.0,9.6,3.1,0.0,29.97,29.85,0.0
5/30/2024,95.0,80.8,66.5,58.1,49.7,44.0,55.0,36.0,20.0,12.9,3.7,0.0,29.88,29.73,0.0
5/31/2024,87.8,73.8,61.7,57.9,42.1,34.7,57.0,34.0,19.0,19.4,5.8,0.0,29.85,29.73,0.0
6/1/2024,81.1,68.2,54.3,51.2,42.5,37.7,57.0,41.0,24.0,23.0,6.4,0.0,29.94,29.82,0.0
6/2/2024,83.8,68.5,54.6,47.8,41.2,34.5,63.0,40.0,20.0,13.4,5.0,0.0,30.0,29.88,0.0
6/3/2024,84.7,71.8,59.1,55.7,47.6,35.7,62.0,44.0,25.0,10.7,4.9,0.0,29.94,29.82,0.0
6/4/2024,88.7,74.5,60.6,55.4,51.0,44.9,73.0,47.0,23.0,12.7,4.3,0.0,29.91,29.82,0.0
6/5/2024,91.7,79.0,64.7,52.7,48.2,43.7,56.0,36.0,20.0,12.7,3.2,0.0,29.94,29.85,0.0
6/6/2024,95.7,81.5,67.1,55.0,49.1,44.6,51.0,34.0,18.0,18.5,4.3,0.0,29.94,29.82,0.0
6/7/2024,92.1,79.0,69.2,75.0,49.8,43.1,76.0,38.0,23.0,21.2,5.4,0.0,29.94,29.73,0.25
6/8/2024,74.3,65.9,60.6,60.9,58.1,51.6,92.0,77.0,46.0,13.1,3.9,0.0,29.82,29.73,0.18
6/9/2024,73.4,65.6,57.3,60.4,57.1,54.6,93.0,76.0,53.0,12.7,2.1,0.0,29.82,29.73,0.03
6/10/2024,69.0,62.1,57.3,59.3,56.8,54.5,94.0,83.0,61.0,8.7,1.2,0.0,29.88,29.76,0.77
6/11/2024,81.6,66.4,53.0,55.2,46.9,39.5,79.0,53.0,26.0,8.0,0.1,0.0,29.91,29.85,0.0
6/12/2024,78.4,67.0,55.5,55.2,48.8,42.6,78.0,54.0,31.0,9.1,0.3,0.0,30.0,29.88,0.22
6/13/2024,82.4,68.8,53.6,54.6,45.8,35.2,72.0,47.0,19.0,15.6,2.7,0.0,30.03,29.94,0.0
6/14/2024,85.1,74.3,62.0,53.2,44.7,40.1,54.0,37.0,21.0,17.8,4.9,0.0,29.97,29.82,0.0
6/15/2024,82.2,71.6,59.9,56.1,46.2,33.9,79.0,44.0,21.0,15.8,5.9,0.0,29.88,29.82,0.0
6/16/2024,84.3,73.4,59.9,46.0,41.5,36.6,49.0,33.0,21.0,15.4,5.0,0.0,29.88,29.79,0.0
6/17/2024,87.0,73.1,60.2,53.0,47.3,41.7,75.0,43.0,24.0,16.3,5.5,0.0,29.85,29.76,0.0
6/18/2024,77.3,68.6,59.1,57.9,50.9,43.3,87.0,56.0,30.0,17.8,4.4,0.0,29.88,29.76,0.0
6/19/2024,74.3,63.5,56.4,57.5,51.5,43.5,92.0,68.0,37.0,20.8,3.1,0.0,29.91,29.82,0.0
6/20/2024,70.1,61.2,53.2,53.0,49.9,45.3,91.0,69.0,43.0,14.9,5.8,0.0,30.03,29.88,0.0
6/21/2024,85.8,70.4,55.9,52.8,49.3,45.3,81.0,50.0,27.0,9.6,2.8,0.0,30.09,30.0,0.0
6/22/2024,87.9,75.4,61.8,52.7,48.1,43.8,63.0,40.0,22.0,11.8,3.8,0.0,30.09,29.97,0.0
6/23/2024,90.6,76.1,63.8,58.2,52.9,45.6,64.0,46.0,31.0,13.4,4.0,0.0,30.03,29.85,0.0
6/24/2024,94.8,78.7,64.9,59.1,55.2,49.6,69.0,47.0,25.0,10.0,3.9,0.0,29.91,29.73,0.0
6/25/2024,95.1,80.8,66.9,66.5,56.1,49.2,72.0,45.0,23.0,14.0,4.6,0.0,29.82,29.68,0.0
6/26/2024,83.6,73.8,66.2,67.2,59.9,56.6,81.0,63.0,45.0,16.3,4.9,0.0,29.79,29.71,0.04
6/27/2024,92.4,78.9,67.6,59.1,53.4,47.4,64.0,43.0,23.0,14.3,5.1,0.0,29.85,29.73,0.0
6/28/2024,78.9,70.5,62.2,62.7,54.9,48.9,86.0,59.0,38.0,22.1,7.0,0.0,29.91,29.85,0.0
6/29/2024,73.0,64.8,59.1,60.0,57.6,55.4,92.0,78.0,61.0,17.2,8.3,1.5,29.91,29.85,0.0
6/30/2024,77.0,66.5,60.0,59.1,57.1,52.7,92.0,74.0,44.0,9.6,4.0,0.0,29.94,29.88,0.0
7/1/2024,88.7,81.8,72.6,57.3,51.5,45.6,58.0,36.0,26.0,10.9,3.9,0.0,30.03,29.97,0.0
7/2/2024,94.4,76.1,60.4,55.0,50.8,46.9,70.0,44.0,23.0,9.6,4.2,0.0,30.06,29.91,0.0
7/3/2024,95.9,80.5,64.7,50.5,43.5,30.3,45.0,29.0,16.0,13.6,3.4,0.0,29.97,29.85,0.0
7/4/2024,100.7,85.6,69.8,51.0,46.9,41.9,43.0,28.0,14.0,12.5,3.0,0.0,29.94,29.82,0.0
7/5/2024,99.1,85.4,71.9,54.6,50.2,42.0,49.0,31.0,19.0,19.9,5.3,0.0,29.85,29.71,0.0
7/6/2024,90.3,81.9,73.7,58.6,54.1,48.0,54.0,39.0,25.0,15.6,6.9,0.0,29.79,29.71,0.0
7/7/2024,86.9,75.4,62.2,59.3,50.9,40.6,75.0,47.0,22.0,21.4,5.4,0.0,29.85,29.79,0.0
7/8/2024,90.5,78.0,64.7,47.8,43.0,37.7,46.0,31.0,16.0,17.2,4.5,0.0,29.91,29.82,0.0
7/9/2024,89.7,78.4,68.0,52.5,45.7,35.9,56.0,33.0,19.0,16.3,5.9,0.0,29.94,29.85,0.0
7/10/2024,92.4,79.6,67.2,60.4,55.3,45.5,71.0,46.0,27.0,17.4,6.8,0.0,30.03,29.94,0.0
7/11/2024,93.9,83.5,71.9,61.8,55.9,49.2,61.0,41.0,22.0,19.0,7.5,0.0,30.0,29.91,0.0
7/12/2024,92.3,80.7,67.1,56.1,46.9,35.4,56.0,33.0,14.0,14.0,3.3,0.0,29.94,29.82,0.0
7/13/2024,91.9,79.3,64.9,59.5,46.7,25.1,63.0,36.0,13.0,18.5,5.8,0.0,29.82,29.73,0.0
7/14/2024,88.8,78.1,65.8,42.2,34.0,20.4,38.0,21.0,9.0,22.5,7.6,0.0,29.88,29.79,0.0
7/15/2024,83.6,76.2,67.8,61.7,53.6,35.9,73.0,48.0,23.0,22.5,8.6,0.0,29.94,29.82,0.0
7/16/2024,90.8,76.9,62.6,52.8,42.9,26.6,59.0,35.0,10.0,18.1,3.6,0.0,30.0,29.91,0.0
7/17/2024,98.7,81.8,66.3,61.1,42.5,28.4,60.0,27.0,12.0,14.5,3.6,0.0,30.0,29.91,0.0
7/18/2024,96.6,83.5,70.3,62.6,50.5,37.9,73.0,36.0,15.0,12.7,3.3,0.0,30.03,29.94,0.0
7/19/2024,99.6,87.5,72.5,50.3,44.8,39.5,37.0,24.0,13.0,17.6,3.7,0.0,30.03,29.91,0.0
7/20/2024,92.4,83.4,72.8,56.3,49.0,41.9,46.0,31.0,18.0,24.1,7.6,0.0,29.91,29.76,0.0
7/21/2024,94.8,79.2,66.5,57.3,47.6,33.2,65.0,38.0,13.0,9.8,4.4,0.0,29.94,29.82,0.0
7/22/2024,98.6,81.1,64.7,45.8,30.6,9.8,46.0,21.0,4.0,11.6,4.1,0.0,30.06,29.97,0.0
