Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
5/2/2024,63.7,48.5,31.1,38.8,34.2,28.9,93.0,62.0,31.0,6.7,0.9,0.0,29.83,29.68,0.0
5/3/2024,69.8,52.0,31.8,42.8,36.5,29.7,92.0,61.0,28.0,5.8,0.5,0.0,29.89,29.8,0.0
5/4/2024,77.9,58.6,37.9,49.1,43.2,35.6,92.0,61.0,30.0,6.9,0.5,0.0,29.85,29.74,0.0
5/5/2024,68.2,59.6,46.0,57.4,51.3,43.0,95.0,75.0,56.0,8.5,0.6,0.0,29.8,29.66,0.17
5/6/2024,71.1,57.3,46.2,55.0,49.2,41.5,99.0,77.0,40.0,4.5,0.5,0.0,29.79,29.64,0.18
5/7/2024,75.6,56.2,38.5,48.2,41.3,36.3,96.0,63.0,32.0,7.4,0.8,0.0,29.94,29.79,0.0
5/8/2024,83.3,60.6,42.4,46.0,40.7,36.3,84.0,53.0,21.0,6.0,0.6,0.0,29.96,29.82,0.0
5/9/2024,85.3,62.1,39.7,50.9,42.9,36.3,90.0,56.0,22.0,4.0,0.4,0.0,29.87,29.74,0.0
5/10/2024,89.2,65.8,45.0,50.9,45.9,40.8,89.0,55.0,20.0,6.0,0.2,0.0,29.82,29.7,0.0
5/11/2024,85.8,67.1,46.6,54.0,44.8,41.4,82.0,49.0,22.0,4.5,0.3,0.0,29.78,29.7,0.0
5/12/2024,84.2,66.6,46.6,54.0,47.5,41.5,87.0,55.0,24.0,4.5,0.4,0.0,29.8,29.69,0.0
5/13/2024,83.3,67.5,48.2,55.2,49.5,45.1,89.0,57.0,29.0,7.6,0.7,0.0,29.72,29.52,0.0
5/14/2024,70.7,60.2,48.7,54.9,43.8,37.0,86.0,57.0,31.0,7.4,1.2,0.0,29.57,29.49,0.01
5/15/2024,67.8,53.4,38.8,42.4,36.5,29.5,91.0,58.0,25.0,7.2,0.6,0.0,29.57,29.52,0.0
5/16/2024,66.0,54.2,39.6,43.5,38.2,33.8,87.0,57.0,35.0,6.0,0.7,0.0,29.6,29.54,0.0
5/17/2024,73.8,57.3,46.4,49.6,43.1,39.0,93.0,62.0,31.0,6.3,0.5,0.0,29.63,29.53,0.01
5/18/2024,75.6,57.6,38.8,46.8,39.9,35.1,91.0,57.0,23.0,5.8,0.4,0.0,29.66,29.57,0.0
5/19/2024,75.6,56.3,41.7,51.4,42.5,36.9,90.0,64.0,27.0,6.5,0.5,0.0,29.64,29.52,0.0
5/20/2024,71.4,55.2,37.0,46.6,40.6,35.1,93.0,63.0,32.0,6.0,0.8,0.0,29.68,29.6,0.0
5/21/2024,70.9,56.0,45.0,49.1,44.5,40.6,90.0,68.0,37.0,14.8,0.9,0.0,29.81,29.67,0.01
5/22/2024,72.9,56.8,40.5,49.1,42.1,35.6,94.0,63.0,29.0,4.9,0.4,0.0,29.84,29.74,0.0
5/23/2024,82.4,60.4,39.9,46.8,39.4,34.5,88.0,52.0,20.0,6.5,0.4,0.0,29.83,29.7,0.0
5/24/2024,84.6,63.1,43.2,52.3,42.3,34.7,89.0,53.0,17.0,6.0,0.7,0.0,29.79,29.7,0.0
5/25/2024,87.1,65.7,43.2,53.2,40.2,26.6,89.0,48.0,13.0,7.6,0.9,0.0,29.82,29.74,0.0
5/26/2024,88.0,66.4,41.0,56.3,41.0,34.5,80.0,45.0,18.0,7.4,0.7,0.0,29.84,29.73,0.0
5/27/2024,91.2,69.0,48.4,56.3,47.0,39.9,84.0,51.0,20.0,5.8,0.7,0.0,29.82,29.74,0.0
5/28/2024,92.5,71.1,51.3,59.9,52.5,47.5,87.0,56.0,24.0,4.0,0.5,0.0,29.89,29.78,0.0
5/29/2024,94.8,72.6,50.7,59.7,50.7,42.1,88.0,53.0,17.0,9.0,0.6,0.0,29.85,29.7,0.0
5/30/2024,95.9,75.1,53.2,58.3,51.0,44.4,81.0,48.0,21.0,6.5,0.8,0.0,29.75,29.58,0.0
5/31/2024,87.4,72.1,58.6,56.3,44.7,36.3,63.0,40.0,18.0,6.3,1.1,0.0,29.72,29.61,0.0
6/1/2024,83.3,67.3,51.4,54.7,44.2,38.3,68.0,46.0,23.0,8.1,0.9,0.0,29.81,29.68,0.0
6/2/2024,88.5,68.0,50.7,52.5,43.5,38.8,70.0,44.0,20.0,6.0,0.5,0.0,29.85,29.73,0.0
6/3/2024,88.3,69.4,49.5,55.0,48.9,42.6,85.0,52.0,25.0,4.5,0.4,0.0,29.8,29.68,0.0
6/4/2024,91.4,71.3,51.6,58.1,50.6,43.3,90.0,54.0,20.0,5.6,0.4,0.0,29.77,29.66,0.0
6/5/2024,95.7,73.8,51.8,58.8,50.8,45.3,80.0,49.0,22.0,4.9,0.3,0.0,29.79,29.69,0.0
6/6/2024,100.2,76.6,52.9,55.8,50.2,45.5,81.0,45.0,18.0,4.9,0.3,0.0,29.79,29.69,0.0
6/7/2024,94.8,78.2,61.0,60.6,50.4,44.8,64.0,40.0,24.0,3.8,0.3,0.0,29.8,29.62,0.0
6/8/2024,77.2,66.6,58.1,61.0,54.3,46.6,97.0,67.0,38.0,6.5,0.8,0.0,29.69,29.57,0.19
6/9/2024,76.3,63.9,54.0,61.0,57.3,53.4,99.0,81.0,51.0,6.3,0.4,0.0,29.67,29.58,0.01
6/10/2024,68.5,61.6,57.0,61.3,58.0,54.3,98.0,88.0,67.0,5.8,0.5,0.0,29.72,29.62,0.35
6/11/2024,80.1,64.0,47.8,55.2,48.4,42.6,93.0,62.0,30.0,6.0,0.7,0.0,29.78,29.69,0.0
6/12/2024,79.2,64.8,50.4,62.8,51.4,46.6,89.0,64.0,34.0,7.6,0.4,0.0,29.87,29.73,0.11
6/13/2024,86.2,67.1,45.5,56.7,47.6,34.7,92.0,56.0,17.0,6.3,0.4,0.0,29.89,29.78,0.0
6/14/2024,91.6,70.4,47.1,55.6,45.4,37.0,88.0,48.0,16.0,6.5,0.4,0.0,29.83,29.66,0.0
6/15/2024,88.3,70.8,53.1,56.8,46.3,31.3,90.0,48.0,14.0,6.0,0.6,0.0,29.72,29.65,0.0
6/16/2024,91.9,69.3,46.6,54.1,42.3,38.5,78.0,43.0,17.0,5.4,0.3,0.0,29.73,29.63,0.0
6/17/2024,93.7,71.6,48.4,54.9,45.1,36.9,82.0,45.0,16.0,5.4,0.3,0.0,29.71,29.6,0.0
6/18/2024,85.1,66.8,52.3,57.4,49.9,41.2,84.0,58.0,23.0,8.7,0.5,0.0,29.74,29.63,0.0
6/19/2024,80.2,62.7,47.8,55.8,49.1,43.9,91.0,65.0,30.0,6.5,0.7,0.0,29.76,29.67,0.01
6/20/2024,75.9,61.0,50.2,56.3,50.2,44.8,96.0,71.0,35.0,9.6,0.8,0.0,29.87,29.72,0.05
6/21/2024,85.6,65.9,48.0,53.6,48.0,42.8,92.0,59.0,24.0,5.8,0.5,0.0,29.94,29.86,0.0
6/22/2024,89.1,70.1,50.0,55.9,48.3,42.4,86.0,51.0,21.0,7.2,0.6,0.0,29.94,29.82,0.0
6/23/2024,90.0,73.5,58.3,59.2,53.8,49.5,76.0,52.0,33.0,9.4,0.5,0.0,29.88,29.72,0.0
6/24/2024,95.7,75.3,54.9,61.5,54.8,46.0,87.0,53.0,20.0,4.9,0.2,0.0,29.78,29.6,0.0
6/25/2024,100.2,77.8,57.0,63.5,56.3,49.3,88.0,52.0,22.0,3.4,0.1,0.0,29.67,29.52,0.0
6/26/2024,90.9,76.7,65.5,64.0,57.9,52.0,75.0,53.0,30.0,5.6,0.3,0.0,29.68,29.57,0.0
6/27/2024,97.5,77.1,60.1,61.3,54.1,47.8,77.0,49.0,22.0,4.0,0.3,0.0,29.72,29.6,0.0
6/28/2024,82.8,70.0,55.8,62.8,53.5,47.1,74.0,57.0,41.0,6.5,0.6,0.0,29.75,29.68,0.0
6/29/2024,78.3,65.0,57.2,62.2,58.5,54.7,98.0,81.0,53.0,6.5,0.9,0.0,29.77,29.7,0.32
6/30/2024,84.2,69.3,59.5,61.9,57.2,52.2,93.0,69.0,36.0,3.4,0.3,0.0,29.78,29.71,0.0
7/1/2024,89.1,70.5,53.1,62.4,52.6,48.7,92.0,59.0,27.0,7.2,0.6,0.0,29.92,29.76,0.0
7/2/2024,93.9,72.7,51.8,56.8,51.8,45.3,88.0,52.0,26.0,7.4,0.7,0.0,29.93,29.76,0.0
7/3/2024,97.0,74.4,50.5,53.4,45.5,37.8,77.0,42.0,15.0,4.5,0.5,0.0,29.84,29.7,0.0
7/4/2024,104.7,79.3,56.3,61.3,50.5,47.1,75.0,43.0,16.0,4.5,0.3,0.0,29.78,29.66,0.0
7/5/2024,104.7,81.9,60.1,59.0,52.9,48.4,74.0,41.0,19.0,4.9,0.3,0.0,29.73,29.54,0.0
7/6/2024,93.9,78.1,61.3,63.5,55.5,50.7,74.0,48.0,25.0,8.1,0.7,0.0,29.68,29.54,0.0
7/7/2024,94.6,74.9,56.5,61.0,52.8,43.0,88.0,53.0,18.0,6.5,0.3,0.0,29.72,29.63,0.0
7/8/2024,97.3,74.2,53.8,61.0,47.4,38.3,88.0,46.0,16.0,4.5,0.3,0.0,29.76,29.66,0.0
7/9/2024,97.3,74.3,51.4,55.4,45.5,41.2,71.0,41.0,17.0,5.6,0.3,0.0,29.8,29.72,0.0
7/10/2024,98.2,76.2,54.5,62.2,52.5,45.3,74.0,47.0,22.0,6.3,0.4,0.0,29.88,29.79,0.0
7/11/2024,98.8,79.8,57.7,63.0,54.5,49.6,78.0,46.0,20.0,10.1,0.8,0.0,29.86,29.75,0.0
7/12/2024,97.3,77.4,57.9,55.6,48.2,37.4,71.0,41.0,14.0,5.8,0.5,0.0,29.79,29.66,0.0
7/13/2024,98.1,77.3,54.7,63.9,46.4,20.8,81.0,42.0,11.0,4.9,0.3,0.0,29.69,29.58,0.0
7/14/2024,97.0,75.1,51.4,46.2,36.5,19.6,56.0,28.0,12.0,6.3,0.3,0.0,29.74,29.64,0.0
7/15/2024,89.6,72.9,52.9,61.2,50.0,35.4,67.0,45.0,33.0,9.6,0.8,0.0,29.79,29.7,0.0
7/16/2024,96.4,74.4,52.3,56.1,46.5,34.0,82.0,44.0,13.0,5.1,0.2,0.0,29.85,29.74,0.0
7/17/2024,102.0,76.0,51.1,64.9,46.3,34.0,68.0,39.0,15.0,5.1,0.2,0.0,29.84,29.74,0.0
7/18/2024,96.4,78.6,61.2,65.7,53.4,43.3,90.0,48.0,19.0,3.6,0.1,0.0,29.89,29.81,0.0
7/19/2024,103.6,80.6,56.1,57.2,47.1,42.3,67.0,36.0,13.0,6.0,0.4,0.0,29.91,29.75,0.0
7/20/2024,97.9,78.9,55.8,54.3,46.8,40.8,64.0,36.0,18.0,9.6,0.8,0.0,29.78,29.59,0.0
7/21/2024,94.5,77.2,61.2,54.7,46.7,33.3,75.0,40.0,13.0,6.0,0.5,0.0,29.83,29.65,0.0
7/22/2024,104.0,76.9,50.7,45.7,36.0,13.6,63.0,30.0,5.0,4.7,0.2,0.0,29.91,29.82,0.0
