Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
2/27/2024,52.7,44.6,40.6,34.3,29.9,26.2,68.0,57.0,45.0,0.0,0.0,0.0,30.09,29.82,0.0
2/28/2024,58.1,47.1,39.5,39.5,33.7,27.3,70.0,60.0,47.0,0.0,0.0,0.0,30.12,30.03,0.0
2/29/2024,58.1,46.7,37.7,42.2,34.0,24.0,79.0,63.0,42.0,0.0,0.0,0.0,30.09,29.88,0.0
3/1/2024,57.7,46.1,35.6,39.5,31.5,24.4,74.0,58.0,43.0,0.0,0.0,0.0,30.06,29.85,0.0
3/2/2024,48.3,43.2,32.3,42.8,38.3,29.8,94.0,83.0,73.0,0.0,0.0,0.0,29.85,29.44,0.0
3/3/2024,50.1,41.3,34.5,38.4,35.0,30.7,94.0,80.0,50.0,0.0,0.0,0.0,29.91,29.62,0.0
3/4/2024,56.6,48.9,44.2,47.6,43.1,37.0,88.0,81.0,69.0,0.0,0.0,0.0,30.03,29.91,0.0
3/5/2024,59.1,48.0,39.3,39.7,35.7,32.3,82.0,64.0,41.0,0.0,0.0,0.0,30.15,30.03,0.0
3/6/2024,61.5,48.1,38.6,41.9,36.2,31.2,79.0,65.0,43.0,0.0,0.0,0.0,30.12,29.91,0.0
3/7/2024,55.5,49.4,44.6,45.5,39.9,34.1,84.0,71.0,52.0,0.0,0.0,0.0,29.91,29.62,0.0
3/8/2024,54.8,46.8,43.1,42.0,38.9,37.0,85.0,75.0,54.0,0.0,0.0,0.0,29.68,29.47,0.0
3/9/2024,48.2,45.6,42.9,44.4,40.1,36.8,89.0,82.0,69.0,0.0,0.0,0.0,29.47,29.32,0.0
3/15/2024,68.5,58.5,45.6,51.6,49.0,40.2,84.0,72.0,51.0,0.0,0.0,0.0,30.15,30.09,0.0
3/16/2024,72.5,57.6,49.2,56.1,49.0,44.2,85.0,74.0,50.0,0.0,0.0,0.0,30.24,30.15,0.0
3/17/2024,71.0,59.8,51.4,55.4,49.7,45.3,83.0,70.0,49.0,0.0,0.0,0.0,30.18,30.06,0.0
3/18/2024,70.7,60.3,51.6,55.9,49.9,45.5,82.0,70.0,47.0,0.0,0.0,0.0,30.09,29.97,0.0
3/19/2024,76.8,63.6,54.8,53.9,49.1,41.9,81.0,62.0,31.0,0.0,0.0,0.0,29.97,29.88,0.0
3/20/2024,75.0,63.3,55.2,52.5,48.0,42.0,71.0,58.0,39.0,0.0,0.0,0.0,29.94,29.85,0.0
3/21/2024,79.8,65.3,57.2,53.9,48.5,44.9,75.0,57.0,31.0,0.0,0.0,0.0,30.09,29.94,0.0
3/22/2024,80.9,65.4,55.2,53.7,47.7,44.7,72.0,55.0,29.0,0.0,0.0,0.0,30.12,29.94,0.0
3/23/2024,79.3,65.5,56.3,58.8,49.1,44.6,70.0,57.0,30.0,0.0,0.0,0.0,30.03,29.91,0.0
3/24/2024,75.0,62.5,54.1,49.1,46.2,44.2,72.0,57.0,35.0,0.0,0.0,0.0,29.97,29.68,0.0
3/25/2024,59.5,56.9,53.2,53.9,50.2,45.3,86.0,79.0,65.0,0.0,0.0,0.0,29.68,29.26,0.0
3/26/2024,53.2,47.2,41.9,45.5,37.0,31.2,83.0,68.0,45.0,0.0,0.0,0.0,29.35,29.29,0.0
3/27/2024,57.0,48.9,42.4,48.7,43.9,37.5,89.0,83.0,65.0,0.0,0.0,0.0,29.47,29.35,0.0
3/28/2024,62.2,53.5,47.4,52.3,46.2,41.3,90.0,77.0,54.0,0.0,0.0,0.0,29.59,29.41,0.0
3/29/2024,53.4,49.5,46.4,50.5,45.0,40.1,90.0,85.0,74.0,0.0,0.0,0.0,29.47,29.35,0.0
3/30/2024,55.5,48.4,45.8,45.1,42.3,39.9,85.0,80.0,58.0,0.0,0.0,0.0,29.47,29.26,0.0
3/31/2024,53.6,46.9,43.7,43.3,41.0,39.0,87.0,80.0,63.0,0.0,0.0,0.0,29.62,29.29,0.0
4/1/2024,57.7,48.9,44.6,43.8,40.2,37.9,84.0,73.0,50.0,0.0,0.0,0.0,30.0,29.62,0.0
4/2/2024,60.4,51.9,45.3,45.8,42.7,38.6,81.0,71.0,56.0,0.0,0.0,0.0,30.06,29.94,0.0
4/3/2024,67.8,57.3,51.8,50.0,45.9,43.5,80.0,67.0,45.0,0.0,0.0,0.0,30.09,29.97,0.0
4/4/2024,71.6,58.3,49.2,51.0,46.8,42.0,82.0,67.0,45.0,0.0,0.0,0.0,30.09,29.97,0.0
4/5/2024,58.4,55.0,52.7,46.9,45.3,43.7,73.0,70.0,65.0,0.0,0.0,0.0,30.0,29.97,0.0
4/8/2024,71.6,59.5,51.9,50.9,45.7,37.5,75.0,61.0,41.0,0.0,0.0,0.0,30.03,29.85,0.0
4/9/2024,66.0,55.0,47.6,39.0,34.5,27.8,64.0,48.0,31.0,0.0,0.0,0.0,30.33,30.03,0.0
4/10/2024,72.3,57.6,46.9,48.3,39.6,34.1,68.0,52.0,35.0,0.0,0.0,0.0,30.35,30.24,0.0
4/11/2024,80.9,64.7,53.4,51.8,45.8,41.1,75.0,53.0,30.0,0.0,0.0,0.0,30.33,30.21,0.0
4/12/2024,79.8,65.0,52.1,48.5,42.3,37.4,63.0,45.0,29.0,0.0,0.0,0.0,30.38,30.27,0.0
4/13/2024,83.1,66.5,54.5,47.3,43.2,38.6,67.0,46.0,21.0,0.0,0.0,0.0,30.33,30.18,0.0
4/14/2024,82.5,67.8,56.6,49.6,44.8,39.5,62.0,45.0,25.0,0.0,0.0,0.0,30.24,30.09,0.0
4/15/2024,85.2,69.5,59.9,54.3,48.1,41.1,66.0,49.0,25.0,0.0,0.0,0.0,30.12,29.97,0.0
4/16/2024,82.2,67.6,56.6,50.3,44.5,41.5,62.0,45.0,28.0,0.0,0.0,0.0,30.03,29.88,0.0
4/17/2024,77.7,64.5,54.8,43.5,39.9,35.2,53.0,42.0,24.0,0.0,0.0,0.0,29.97,29.88,0.0
4/18/2024,77.7,63.1,52.5,41.7,38.1,33.4,56.0,41.0,24.0,0.0,0.0,0.0,30.03,29.91,0.0
4/19/2024,77.5,61.4,49.4,46.2,38.5,31.4,56.0,44.0,28.0,0.0,0.0,0.0,30.09,29.94,0.0
4/20/2024,80.2,65.2,53.9,48.2,40.7,31.8,68.0,45.0,19.0,0.0,0.0,0.0,29.97,29.82,0.0
4/21/2024,78.8,64.2,52.5,43.1,35.0,29.4,54.0,36.0,19.0,0.0,0.0,0.0,29.94,29.82,0.0
4/22/2024,72.6,60.4,51.9,34.7,28.4,21.7,47.0,31.0,19.0,0.0,0.0,0.0,30.0,29.88,0.0
4/23/2024,66.3,54.6,43.5,37.9,28.7,21.9,51.0,38.0,27.0,0.0,0.0,0.0,30.03,29.91,0.0
4/24/2024,68.7,56.0,46.4,37.4,30.5,22.6,54.0,40.0,22.0,0.0,0.0,0.0,30.03,29.88,0.0
4/25/2024,66.3,57.7,50.5,39.9,35.5,31.8,55.0,44.0,29.0,0.0,0.0,0.0,29.88,29.68,0.0
4/26/2024,63.6,57.4,51.8,42.8,38.9,35.2,62.0,51.0,39.0,0.0,0.0,0.0,29.71,29.56,0.0
4/27/2024,61.1,55.6,49.4,48.3,44.0,37.9,82.0,66.0,43.0,0.0,0.0,0.0,29.71,29.47,0.0
4/28/2024,67.2,55.1,46.5,42.9,37.7,32.7,75.0,54.0,28.0,0.0,0.0,0.0,29.88,29.71,0.0
4/29/2024,64.2,55.4,50.0,50.1,42.5,37.0,80.0,63.0,39.0,0.0,0.0,0.0,29.94,29.85,0.0
4/30/2024,66.7,57.0,49.8,47.3,43.0,34.7,79.0,62.0,33.0,0.0,0.0,0.0,29.94,29.82,0.0
5/1/2024,59.5,53.0,48.9,47.4,38.9,27.8,78.0,60.0,32.0,0.0,0.0,0.0,29.85,29.73,0.0
5/2/2024,64.5,52.8,43.8,38.4,34.9,31.8,70.0,52.0,32.0,0.0,0.0,0.0,30.0,29.85,0.0
5/3/2024,70.5,56.6,46.5,42.8,38.0,34.8,71.0,52.0,29.0,0.0,0.0,0.0,30.06,29.97,0.0
5/4/2024,77.0,62.9,54.3,47.8,44.3,39.5,69.0,53.0,33.0,0.0,0.0,0.0,30.03,29.91,0.0
5/5/2024,67.2,63.9,60.2,56.4,51.5,46.5,82.0,65.0,53.0,0.0,0.0,0.0,29.97,29.82,0.0
5/6/2024,70.5,61.8,57.0,55.5,48.8,39.9,83.0,65.0,38.0,0.0,0.0,0.0,29.97,29.82,0.0
5/7/2024,77.0,61.7,51.6,46.0,42.1,39.0,74.0,51.0,30.0,0.0,0.0,0.0,30.12,29.97,0.0
5/8/2024,81.3,64.4,51.6,45.1,40.7,36.6,63.0,44.0,23.0,0.0,0.0,0.0,30.15,30.0,0.0
5/9/2024,82.5,66.7,55.0,47.8,42.4,38.3,61.0,43.0,23.0,0.0,0.0,0.0,30.06,29.91,0.0
5/10/2024,95.5,71.5,59.0,49.8,44.6,40.2,60.0,40.0,17.0,3.5,0.0,0.0,30.0,29.88,0.06
5/11/2024,85.6,71.9,56.4,48.2,43.4,40.6,59.0,38.0,22.0,0.0,0.0,0.0,29.97,29.85,0.0
5/12/2024,83.6,71.1,57.9,50.5,46.6,42.6,62.0,44.0,25.0,0.0,0.0,0.0,29.97,29.85,0.0
5/13/2024,83.4,71.9,61.3,53.6,49.5,45.8,63.0,47.0,28.0,0.0,0.0,0.0,29.88,29.68,0.0
5/14/2024,70.7,61.9,54.6,54.5,43.0,36.8,79.0,52.0,32.0,0.0,0.0,0.0,29.73,29.68,0.0
5/15/2024,66.5,57.8,49.8,42.6,36.5,28.0,68.0,47.0,26.0,0.0,0.0,0.0,29.76,29.71,0.0
5/16/2024,67.8,57.7,50.5,40.8,38.1,34.1,68.0,50.0,34.0,0.0,0.0,0.0,29.76,29.71,0.0
5/17/2024,69.6,61.0,54.8,49.2,43.4,37.9,81.0,54.0,36.0,0.0,0.0,0.0,29.79,29.71,0.0
5/18/2024,89.9,62.9,48.5,44.9,40.0,35.0,73.0,47.0,16.0,0.0,0.0,0.0,29.82,29.73,0.0
5/19/2024,72.6,61.5,50.9,46.4,42.0,36.6,70.0,51.0,30.0,0.0,0.0,0.0,29.82,29.71,0.0
5/20/2024,72.5,59.6,47.8,45.1,41.2,37.7,73.0,53.0,31.0,0.0,0.0,0.0,29.85,29.79,0.0
5/21/2024,68.5,60.1,53.6,51.8,45.6,41.9,74.0,60.0,39.0,0.0,0.0,0.0,29.97,29.85,0.0
5/22/2024,76.8,60.9,48.5,47.8,43.4,37.4,80.0,56.0,26.0,0.0,0.0,0.0,30.03,29.91,0.0
5/23/2024,95.1,66.4,50.9,45.8,39.2,32.1,68.0,41.0,13.0,0.0,0.0,0.0,30.0,29.88,0.0
5/24/2024,99.1,69.5,52.5,50.5,42.4,34.8,70.0,42.0,12.0,0.0,0.0,0.0,29.97,29.88,0.0
5/25/2024,96.4,72.9,57.0,50.0,39.3,27.3,65.0,35.0,9.0,0.0,0.0,0.0,30.0,29.91,0.0
5/26/2024,88.7,72.4,56.6,48.0,39.8,33.6,45.0,32.0,19.0,0.0,0.0,0.0,30.0,29.88,0.0
5/27/2024,100.2,75.5,59.9,54.5,46.6,38.3,63.0,40.0,12.0,0.0,0.0,0.0,30.0,29.91,0.0
5/28/2024,100.7,76.3,62.4,57.9,51.4,47.8,63.0,45.0,21.0,0.0,0.0,0.0,30.06,29.94,0.11
5/29/2024,117.5,83.4,62.9,58.6,49.5,43.7,63.0,37.0,11.0,0.0,0.0,0.0,30.0,29.85,0.11
5/30/2024,106.5,78.6,58.1,56.8,49.7,44.9,70.0,41.0,14.0,1.3,0.0,0.0,29.91,29.73,0.03
5/31/2024,134.9,75.9,58.6,54.5,41.8,33.2,54.0,31.0,4.0,0.0,0.0,0.0,29.88,29.79,0.06
6/1/2024,109.5,71.8,50.5,50.7,42.7,36.6,67.0,41.0,10.0,2.6,0.0,0.0,29.97,29.85,0.07
6/2/2024,109.4,72.0,53.2,51.4,41.2,35.9,65.0,38.0,9.0,0.0,0.0,0.0,30.03,29.91,0.0
6/3/2024,103.4,74.2,54.8,68.0,47.7,42.2,77.0,44.0,16.0,1.3,0.0,0.0,29.97,29.85,0.01
6/4/2024,96.0,76.2,62.6,54.3,49.7,43.1,68.0,44.0,17.0,0.0,0.0,0.0,29.94,29.82,0.0
6/5/2024,102.3,80.1,64.5,52.7,47.0,41.0,52.0,34.0,15.0,0.0,0.0,0.0,29.94,29.85,0.0
6/6/2024,99.5,82.6,69.8,53.6,47.7,44.4,45.0,31.0,16.0,0.0,0.0,0.0,29.94,29.85,0.0
6/7/2024,109.9,84.1,70.3,54.3,48.3,42.6,43.0,30.0,14.0,0.0,0.0,0.0,29.97,29.79,0.0
6/8/2024,80.0,71.2,64.2,60.8,55.0,47.1,84.0,59.0,33.0,0.0,0.0,0.0,29.85,29.73,0.0
6/9/2024,81.1,68.2,61.8,60.0,57.5,55.4,83.0,70.0,46.0,0.0,0.0,0.0,29.82,29.76,0.0
6/10/2024,77.5,65.1,58.1,60.4,56.9,53.9,86.0,76.0,48.0,0.0,0.0,0.0,29.88,29.79,0.0
6/11/2024,97.1,67.8,54.5,55.5,47.8,43.8,76.0,52.0,19.0,0.0,0.0,0.0,29.94,29.85,0.01
6/12/2024,86.9,69.5,56.3,52.8,48.7,42.0,73.0,50.0,25.0,0.0,0.0,0.0,30.03,29.91,0.0
6/13/2024,87.6,70.4,55.4,52.8,45.4,36.3,67.0,45.0,18.0,0.0,0.0,0.0,30.06,29.94,0.0
6/14/2024,96.6,75.4,60.4,50.7,43.6,37.0,59.0,35.0,13.0,1.5,0.0,0.0,30.0,29.82,0.0
6/15/2024,87.6,74.6,64.0,55.2,46.3,36.1,68.0,40.0,18.0,7.8,0.0,0.0,29.88,29.82,0.48
6/16/2024,88.7,73.2,55.4,46.0,40.2,35.9,56.0,33.0,17.0,13.8,2.4,0.0,29.91,29.79,0.01
6/17/2024,89.0,75.6,58.1,52.5,44.4,35.7,62.0,36.0,16.0,16.1,3.2,0.0,29.88,29.76,0.0
6/18/2024,83.3,71.2,60.8,57.0,50.5,39.5,73.0,51.0,22.0,23.9,3.3,0.0,29.91,29.79,0.0
6/19/2024,60.8,57.8,55.4,51.0,49.7,48.5,79.0,75.0,68.0,2.6,0.2,0.0,29.91,29.91,0.0
6/20/2024,72.5,63.1,56.1,55.2,50.9,44.6,85.0,66.0,38.0,22.3,2.7,0.0,30.03,29.91,0.06
6/21/2024,86.0,68.4,52.1,54.1,48.2,41.3,85.0,54.0,25.0,12.7,1.9,0.0,30.12,30.03,0.0
6/22/2024,88.8,73.5,55.4,54.5,47.5,42.0,76.0,43.0,20.0,17.2,4.0,0.0,30.12,30.0,0.0
6/23/2024,88.1,75.8,62.2,57.3,53.0,48.7,64.0,46.0,32.0,13.8,3.5,0.0,30.06,29.88,0.0
6/24/2024,95.0,77.2,60.9,57.9,54.1,47.1,76.0,49.0,22.0,10.9,2.3,0.0,29.94,29.76,0.0
6/25/2024,97.5,81.2,63.8,61.5,55.8,47.3,76.0,45.0,22.0,17.2,1.8,0.0,29.82,29.68,0.0
6/26/2024,90.1,79.5,67.2,66.5,57.0,52.3,69.0,47.0,33.0,12.0,2.0,0.0,29.82,29.73,0.0
6/27/2024,98.2,81.8,71.0,58.2,52.3,46.9,53.0,38.0,19.0,11.6,2.3,0.0,29.85,29.76,0.0
6/28/2024,85.2,73.9,61.8,61.7,52.4,45.8,68.0,48.0,34.0,14.3,2.5,0.0,29.91,29.85,0.0
6/29/2024,75.9,67.0,60.8,60.4,57.7,55.0,87.0,73.0,53.0,15.8,4.7,0.0,29.91,29.88,0.06
6/30/2024,82.0,71.5,63.5,59.7,55.8,50.7,82.0,60.0,34.0,12.3,2.1,0.0,29.94,29.88,0.0
7/1/2024,87.4,73.2,57.2,59.9,51.5,45.1,81.0,51.0,25.0,19.2,4.2,0.0,30.06,29.91,0.0
7/2/2024,90.3,75.2,57.9,53.9,50.0,44.0,73.0,45.0,22.0,16.1,4.3,0.0,30.09,29.94,0.0
7/3/2024,95.9,78.6,59.9,50.7,43.1,34.8,54.0,31.0,14.0,11.6,2.3,0.0,30.0,29.85,0.0
7/4/2024,101.3,83.2,62.7,50.9,47.4,44.0,57.0,32.0,15.0,13.8,1.9,0.0,29.94,29.82,0.0
7/5/2024,101.3,86.9,67.1,55.4,50.8,45.5,58.0,31.0,17.0,14.9,2.4,0.0,29.88,29.71,0.0
7/6/2024,93.3,82.1,70.3,59.7,54.7,49.2,64.0,41.0,24.0,21.2,4.1,0.0,29.82,29.71,0.0
7/7/2024,90.6,75.8,59.1,60.8,50.9,40.4,82.0,48.0,20.0,14.0,3.4,0.0,29.88,29.79,0.0
7/8/2024,93.7,80.0,66.0,60.8,46.6,36.8,81.0,36.0,14.0,16.5,2.4,0.0,29.94,29.82,0.0
7/9/2024,93.2,79.9,67.1,51.8,44.1,38.1,47.0,30.0,16.0,18.5,3.7,0.0,29.97,29.88,0.0
7/10/2024,95.5,81.6,68.3,59.3,53.3,43.3,62.0,39.0,22.0,16.5,3.3,0.0,30.03,29.97,0.0
7/11/2024,97.1,85.1,70.3,59.7,54.0,46.5,56.0,37.0,18.0,19.2,4.7,0.0,30.0,29.91,0.0
7/12/2024,95.1,80.7,63.1,55.7,46.8,36.6,60.0,34.0,14.0,14.0,2.5,0.0,29.94,29.82,0.0
7/13/2024,95.0,79.7,59.3,62.9,47.6,25.7,71.0,38.0,11.0,19.4,3.4,0.0,29.85,29.73,0.0
7/14/2024,92.1,81.0,66.2,44.0,33.9,24.8,39.0,19.0,11.0,16.7,3.8,0.0,29.88,29.79,0.0
7/15/2024,88.1,78.0,68.0,59.9,50.9,33.8,62.0,40.0,23.0,24.3,5.0,0.0,29.94,29.85,0.0
7/16/2024,93.3,78.2,60.6,55.0,44.1,27.1,67.0,36.0,10.0,14.0,2.3,0.0,30.0,29.91,0.0
7/20/2024,85.2,83.1,79.3,54.5,53.5,52.7,41.0,36.0,33.0,11.8,6.0,0.0,29.82,29.79,0.0
7/21/2024,92.1,79.8,68.3,55.7,45.6,30.9,59.0,34.0,13.0,14.0,3.9,0.0,29.97,29.82,0.0
7/22/2024,99.6,79.7,60.0,44.9,33.7,16.7,43.0,23.0,6.0,14.7,2.7,0.0,30.09,30.0,0.0
7/23/2024,104.5,85.8,64.5,58.1,45.6,37.9,48.0,27.0,13.0,12.0,1.5,0.0,30.09,30.0,0.0
7/24/2024,107.9,89.1,69.0,56.4,48.3,42.6,47.0,27.0,13.0,15.6,1.6,0.0,30.03,29.88,0.0
7/25/2024,105.4,89.6,70.7,55.5,48.4,41.5,50.0,26.0,12.0,13.8,1.7,0.0,29.88,29.71,0.0
7/26/2024,101.3,87.8,70.8,63.6,57.5,43.5,68.0,39.0,20.0,10.9,1.7,0.0,29.82,29.73,0.0
7/27/2024,103.4,89.1,71.6,64.4,56.2,48.0,64.0,36.0,16.0,13.8,1.9,0.0,29.88,29.79,0.0
7/28/2024,105.6,90.4,72.1,55.7,51.2,46.4,45.0,28.0,14.0,10.7,1.9,0.0,29.97,29.85,0.0
7/29/2024,102.5,85.9,70.3,75.3,54.5,50.3,72.0,36.0,19.0,16.1,1.7,0.0,30.03,29.88,0.15
7/30/2024,104.7,87.5,70.3,61.5,53.4,44.6,68.0,36.0,15.0,14.5,2.6,0.0,30.0,29.85,0.0
7/31/2024,99.5,87.8,74.1,54.8,49.1,45.1,42.0,27.0,16.0,16.5,3.2,0.0,29.94,29.88,0.0
8/1/2024,102.2,85.3,65.6,51.6,45.3,35.9,49.0,28.0,10.0,15.4,2.5,0.0,29.94,29.82,0.0
8/2/2024,96.6,83.4,67.1,58.8,50.0,44.0,49.0,32.0,18.0,14.3,3.1,0.0,29.88,29.79,0.0
8/3/2024,99.3,84.4,67.6,57.0,52.7,43.7,66.0,37.0,17.0,14.0,2.3,0.0,29.94,29.85,0.0
8/4/2024,102.2,86.0,68.9,61.3,51.6,42.8,56.0,33.0,17.0,13.8,2.6,0.0,29.97,29.82,0.0
8/5/2024,102.0,87.1,69.6,60.0,49.0,41.0,49.0,29.0,13.0,16.3,2.1,0.0,29.88,29.79,0.0
8/6/2024,102.9,87.2,71.6,55.0,46.1,40.8,40.0,25.0,14.0,14.7,2.1,0.0,29.85,29.73,0.0
8/7/2024,102.7,86.9,71.6,56.8,48.5,39.9,53.0,29.0,12.0,16.1,1.5,0.0,29.88,29.79,0.0
8/8/2024,106.3,88.5,69.9,58.8,50.3,40.2,57.0,31.0,12.0,8.9,1.0,0.0,29.94,29.85,0.0
8/9/2024,106.5,90.5,70.8,56.6,49.1,42.2,53.0,27.0,13.0,9.1,0.9,0.0,30.03,29.91,0.0
8/10/2024,104.5,90.4,72.8,54.6,48.1,39.2,47.0,26.0,11.0,13.8,1.6,0.0,30.06,29.91,0.0
8/11/2024,103.4,90.0,72.3,56.4,49.8,44.4,44.0,27.0,14.0,9.6,1.7,0.0,29.97,29.79,0.0
8/12/2024,100.7,87.4,73.2,57.2,52.7,46.0,49.0,32.0,18.0,14.3,2.5,0.0,29.88,29.76,0.0
8/13/2024,89.6,79.6,66.2,58.2,53.3,45.5,64.0,42.0,22.0,17.8,3.6,0.0,29.85,29.76,0.0
8/14/2024,87.8,76.3,64.0,58.6,54.2,48.2,71.0,49.0,26.0,15.4,3.9,0.0,29.97,29.85,0.0
8/15/2024,89.9,73.3,55.7,55.0,47.6,41.5,72.0,44.0,21.0,19.6,2.8,0.0,30.03,29.91,0.0
8/16/2024,97.8,78.3,60.4,57.5,46.7,36.8,69.0,38.0,15.0,10.7,1.4,0.0,30.03,29.94,0.0
8/17/2024,98.0,81.8,63.1,56.8,47.2,40.8,54.0,32.0,17.0,16.1,2.2,0.0,30.03,29.85,0.0
