Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
1/21/2024,56.5,43.9,35.1,42.8,39.6,34.5,99.0,86.0,57.0,4.0,0.3,0.0,30.13,29.99,0.0
1/22/2024,53.1,41.2,34.2,46.0,39.3,33.6,99.0,93.0,75.0,3.4,0.3,0.0,30.2,30.1,0.0
1/23/2024,64.0,46.4,36.3,52.0,43.4,36.0,99.0,91.0,63.0,3.4,0.2,0.0,30.24,30.17,0.0
1/24/2024,71.4,51.6,39.6,52.0,45.8,39.0,99.0,83.0,44.0,3.4,0.2,0.0,30.25,30.16,0.01
1/25/2024,68.9,51.9,39.9,50.0,45.2,39.0,99.0,80.0,45.0,3.4,0.2,0.0,30.19,30.05,0.0
1/26/2024,70.9,52.2,41.2,46.6,43.0,39.7,97.0,75.0,34.0,3.8,0.2,0.0,30.1,30.0,0.0
1/27/2024,67.3,52.9,44.1,46.4,41.7,37.8,90.0,68.0,37.0,5.6,0.3,0.0,31.49,29.92,0.0
1/28/2024,66.0,50.6,39.2,46.4,42.0,37.0,95.0,74.0,41.0,4.9,0.4,0.0,30.4,30.33,0.0
1/29/2024,61.2,50.8,42.4,45.7,43.0,39.0,94.0,76.0,46.0,5.1,0.4,0.0,30.45,30.35,0.0
1/30/2024,62.1,47.7,39.2,48.2,43.1,38.3,97.0,85.0,57.0,3.8,0.2,0.0,30.52,30.43,0.0
1/31/2024,57.7,44.2,36.7,46.8,41.1,36.3,99.0,90.0,64.0,4.7,0.3,0.0,30.57,30.5,0.0
2/1/2024,68.2,48.8,36.7,44.6,39.2,33.8,99.0,74.0,32.0,2.9,0.2,0.0,30.58,30.48,0.0
2/2/2024,61.5,49.1,38.7,43.9,39.8,35.8,92.0,72.0,48.0,9.8,0.7,0.0,30.5,30.42,0.0
2/3/2024,61.9,48.4,39.7,42.3,38.3,36.1,92.0,71.0,40.0,7.6,0.7,0.0,30.5,30.43,0.0
2/4/2024,69.8,48.2,35.1,38.7,34.8,30.7,90.0,64.0,28.0,3.4,0.2,0.0,30.49,30.41,0.0
2/5/2024,64.0,47.4,35.1,42.1,36.6,31.3,89.0,69.0,34.0,3.6,0.2,0.0,30.46,30.34,0.0
2/6/2024,60.8,48.0,39.0,47.3,41.8,36.3,92.0,80.0,57.0,6.0,0.5,0.0,30.36,30.25,0.0
2/7/2024,52.9,46.7,41.0,48.4,44.4,40.1,99.0,92.0,70.0,6.9,0.9,0.0,30.3,30.14,0.0
2/8/2024,53.8,48.7,46.2,48.4,45.4,38.3,99.0,89.0,56.0,12.1,1.4,0.0,30.15,29.67,0.05
2/9/2024,53.6,48.6,44.8,51.4,47.6,43.9,99.0,97.0,88.0,9.4,2.0,0.0,29.67,29.24,0.4
2/10/2024,52.2,45.2,40.8,44.4,36.2,30.0,99.0,72.0,52.0,14.3,3.7,0.0,29.8,29.3,0.03
2/11/2024,48.2,41.3,37.6,41.7,36.0,29.8,97.0,82.0,67.0,8.3,1.5,0.0,29.93,29.8,0.02
2/12/2024,62.8,48.8,41.2,51.8,45.7,40.5,99.0,90.0,62.0,10.1,1.9,0.0,30.17,29.83,0.01
2/13/2024,62.1,53.0,48.0,55.0,50.8,47.7,99.0,93.0,75.0,4.3,0.4,0.0,30.32,30.13,0.0
2/14/2024,62.1,54.2,46.0,54.9,51.4,45.7,99.0,91.0,76.0,5.8,0.7,0.0,30.32,30.18,0.0
2/15/2024,60.8,52.5,48.7,53.4,50.4,47.8,99.0,93.0,68.0,7.2,0.9,0.0,30.19,30.01,0.12
2/16/2024,64.0,52.3,43.7,48.4,42.3,37.8,97.0,70.0,41.0,12.1,1.6,0.0,30.38,30.09,0.0
2/17/2024,67.6,49.7,36.9,43.3,38.0,33.1,93.0,68.0,32.0,5.4,0.5,0.0,30.53,30.36,0.0
2/18/2024,69.1,50.2,36.9,42.3,37.0,32.7,87.0,64.0,30.0,4.5,0.3,0.0,30.59,30.5,0.0
2/19/2024,69.4,52.7,40.5,48.6,42.7,37.0,89.0,70.0,43.0,6.5,0.3,0.0,30.55,30.43,0.0
2/20/2024,69.3,51.7,37.6,43.9,38.4,33.8,90.0,64.0,31.0,5.4,0.4,0.0,30.49,30.36,0.0
2/21/2024,61.2,50.0,38.5,47.1,40.8,33.8,88.0,72.0,43.0,5.4,0.5,0.0,30.4,30.22,0.0
2/22/2024,55.4,50.3,45.1,51.3,45.9,33.3,98.0,85.0,61.0,12.3,2.9,0.0,30.22,29.85,0.15
2/23/2024,53.2,43.4,36.1,40.8,34.1,29.8,86.0,70.0,43.0,15.9,2.6,0.0,29.94,29.85,0.02
2/24/2024,51.6,43.3,36.3,36.9,32.1,27.1,92.0,66.0,41.0,14.8,2.6,0.0,30.06,29.84,0.0
2/25/2024,56.7,48.6,41.5,49.6,45.4,36.7,98.0,89.0,73.0,17.0,4.0,0.0,30.05,29.76,0.03
2/26/2024,51.8,46.6,42.1,49.1,36.6,29.8,99.0,69.0,44.0,15.9,3.9,0.0,29.94,29.69,0.0
2/27/2024,52.7,44.6,37.4,31.1,26.9,19.0,72.0,51.0,32.0,13.7,2.1,0.0,30.19,29.93,0.0
2/28/2024,58.1,45.9,33.6,36.5,30.2,21.4,77.0,55.0,37.0,10.7,1.7,0.0,30.22,30.14,0.0
2/29/2024,57.7,45.4,33.4,42.3,34.1,28.0,91.0,66.0,43.0,13.2,2.7,0.0,30.2,30.01,0.0
3/1/2024,57.9,45.5,36.7,39.6,32.0,25.7,84.0,60.0,43.0,13.7,3.0,0.0,30.15,29.96,0.0
3/2/2024,45.9,41.8,36.1,44.6,39.2,31.5,96.0,91.0,75.0,14.1,3.1,0.0,29.97,29.55,0.25
3/3/2024,49.6,41.8,33.6,36.3,31.6,27.3,86.0,68.0,46.0,13.9,2.8,0.0,30.04,29.72,0.0
3/4/2024,56.1,47.2,41.0,47.7,42.1,34.5,96.0,83.0,62.0,12.8,2.2,0.0,30.16,30.02,0.0
3/5/2024,59.5,47.8,39.7,36.5,33.9,28.9,80.0,61.0,34.0,9.8,1.6,0.0,30.25,30.15,0.0
3/6/2024,61.0,46.7,33.6,39.4,34.9,30.4,89.0,65.0,39.0,6.5,0.5,0.0,30.24,30.01,0.0
3/7/2024,54.7,45.5,40.3,46.6,39.4,34.5,97.0,80.0,58.0,10.1,1.5,0.0,30.02,29.71,0.28
3/8/2024,53.6,43.6,39.2,43.0,39.0,35.6,98.0,85.0,53.0,12.8,3.1,0.0,29.77,29.54,0.39
3/9/2024,45.9,41.8,37.4,45.0,39.5,35.6,99.0,92.0,79.0,10.7,3.0,0.0,29.55,29.41,0.36
3/10/2024,54.7,45.2,39.0,44.2,40.0,35.6,99.0,84.0,52.0,14.3,3.1,0.0,29.9,29.48,0.1
3/11/2024,56.8,48.4,41.7,38.1,35.7,32.5,81.0,63.0,41.0,11.0,2.4,0.0,30.21,29.9,0.0
3/12/2024,66.2,49.2,36.1,42.1,37.9,33.3,91.0,68.0,36.0,7.4,0.4,0.0,30.24,30.16,0.0
3/13/2024,69.4,52.9,40.6,43.0,39.1,35.1,90.0,63.0,30.0,7.2,0.6,0.0,30.17,30.02,0.0
3/14/2024,63.7,52.4,42.6,48.7,44.1,38.7,91.0,74.0,53.0,8.1,1.2,0.0,30.18,30.05,0.0
3/15/2024,68.0,53.4,41.7,54.9,47.1,40.3,97.0,81.0,51.0,4.5,0.5,0.0,30.28,30.16,0.0
3/16/2024,69.4,54.6,43.0,53.4,48.8,42.4,99.0,83.0,50.0,6.3,0.6,0.0,30.35,30.26,0.0
3/17/2024,73.6,58.5,45.7,54.0,50.0,43.9,96.0,76.0,45.0,4.9,0.4,0.0,30.3,30.17,0.0
3/18/2024,73.8,59.7,46.9,54.5,50.0,45.0,95.0,73.0,44.0,4.5,0.5,0.0,30.19,30.09,0.0
3/19/2024,77.5,62.8,51.4,52.7,48.4,41.4,91.0,63.0,30.0,7.6,0.6,0.0,30.11,30.0,0.0
3/20/2024,76.6,62.7,49.6,50.5,46.9,44.2,84.0,58.0,36.0,10.1,1.1,0.0,30.09,29.97,0.0
3/21/2024,77.2,63.9,55.0,50.5,47.2,43.9,75.0,57.0,31.0,10.7,1.9,0.0,30.24,30.08,0.0
3/22/2024,79.5,64.8,53.4,50.9,46.7,41.0,83.0,55.0,29.0,9.0,1.0,0.0,30.24,30.08,0.0
3/23/2024,77.2,63.4,52.9,53.2,48.2,43.3,76.0,59.0,38.0,9.0,1.0,0.0,30.18,30.05,0.0
3/24/2024,73.0,61.5,52.3,50.4,44.9,39.2,77.0,57.0,32.0,9.0,1.7,0.0,30.1,29.81,0.0
3/25/2024,60.6,54.1,47.5,52.9,48.6,38.3,94.0,82.0,63.0,10.5,1.5,0.0,29.81,29.38,0.12
3/26/2024,54.0,43.8,37.2,40.3,35.0,27.0,98.0,73.0,45.0,11.6,2.6,0.0,29.48,29.4,0.12
3/27/2024,57.7,47.3,38.5,49.1,44.0,36.5,98.0,89.0,62.0,17.5,4.1,0.0,29.55,29.42,0.08
3/28/2024,63.0,51.5,42.6,52.2,45.8,40.8,98.0,82.0,54.0,13.7,3.6,0.0,29.67,29.5,0.47
3/29/2024,50.7,45.0,39.0,50.2,44.0,38.3,99.0,96.0,80.0,9.0,1.4,0.0,29.57,29.47,0.47
3/30/2024,55.4,45.0,39.7,46.6,42.0,38.5,99.0,90.0,58.0,12.3,2.1,0.0,29.57,29.38,0.36
3/31/2024,52.9,43.5,39.7,42.8,40.1,37.2,99.0,88.0,62.0,11.4,2.5,0.0,29.73,29.38,0.42
4/1/2024,57.6,45.9,38.1,44.8,40.0,36.5,98.0,81.0,52.0,12.3,2.5,0.0,30.11,29.72,0.42
4/2/2024,58.5,48.8,39.4,46.8,42.6,38.5,98.0,80.0,62.0,7.6,0.8,0.0,30.15,30.05,0.03
4/3/2024,66.9,55.0,46.0,50.0,45.6,41.7,97.0,73.0,44.0,8.1,1.2,0.0,30.2,30.08,0.0
4/4/2024,71.6,56.7,43.7,52.9,46.8,41.7,94.0,72.0,42.0,6.5,0.6,0.0,30.2,30.08,0.0
4/5/2024,74.7,60.4,47.7,50.4,46.5,41.9,93.0,64.0,33.0,6.7,1.0,0.0,30.13,30.0,0.0
4/6/2024,77.0,64.4,53.4,54.0,45.5,39.6,71.0,52.0,30.0,11.2,0.8,0.0,30.09,29.96,0.0
4/7/2024,73.8,63.7,55.8,53.4,50.4,46.0,80.0,63.0,38.0,9.8,1.1,0.0,30.08,29.92,0.0
4/8/2024,64.2,55.4,48.0,51.4,45.2,33.8,93.0,70.0,35.0,12.8,2.6,0.0,30.1,29.88,0.0
4/9/2024,65.3,51.8,39.9,36.3,32.3,28.4,71.0,50.0,30.0,13.2,1.7,0.0,30.38,30.1,0.0
4/10/2024,73.4,56.8,43.0,46.0,38.7,33.8,74.0,53.0,33.0,6.5,1.0,0.0,30.4,30.29,0.0
4/11/2024,81.7,64.8,47.8,50.0,45.5,40.6,84.0,53.0,28.0,10.1,1.2,0.0,30.39,30.28,0.0
4/12/2024,80.8,65.0,48.6,47.7,42.1,37.2,72.0,46.0,26.0,6.0,0.6,0.0,30.45,30.33,0.0
4/13/2024,85.5,66.9,50.4,48.9,44.5,33.4,84.0,50.0,20.0,5.1,0.6,0.0,30.39,30.26,0.0
4/14/2024,84.9,68.2,50.9,47.7,44.3,38.1,78.0,46.0,22.0,5.8,0.7,0.0,30.3,30.17,0.0
4/15/2024,87.1,69.8,55.9,55.2,47.2,42.4,73.0,47.0,23.0,7.6,1.0,0.0,30.19,30.05,0.0
4/16/2024,81.9,66.2,51.6,48.4,44.0,38.8,76.0,48.0,24.0,11.4,1.5,0.0,30.13,29.96,0.0
4/17/2024,76.1,60.6,47.3,44.1,39.8,35.4,70.0,48.0,28.0,9.0,1.4,0.0,30.04,29.93,0.0
4/18/2024,74.1,59.1,46.4,40.6,36.8,33.6,68.0,46.0,26.0,9.2,1.8,0.0,30.1,29.97,0.0
4/19/2024,74.8,58.0,43.2,47.1,37.4,28.8,66.0,47.0,31.0,6.9,1.6,0.0,30.14,29.99,0.0
4/20/2024,77.0,62.8,48.6,46.9,38.6,25.3,83.0,48.0,15.0,10.3,1.3,0.0,30.03,29.88,0.0
4/21/2024,78.6,62.8,48.6,40.1,32.5,27.1,50.0,33.0,21.0,7.4,1.7,0.0,30.01,29.88,0.0
4/22/2024,67.8,55.0,44.1,34.5,28.7,20.8,59.0,37.0,24.0,13.0,2.5,0.0,30.07,29.93,0.0
4/23/2024,63.9,50.5,36.3,37.4,27.3,20.5,64.0,42.0,28.0,10.7,2.0,0.0,30.09,29.98,0.0
4/24/2024,70.3,53.9,38.7,37.9,29.8,24.1,69.0,42.0,20.0,7.6,1.3,0.0,30.09,29.92,0.0
4/25/2024,69.1,55.7,44.4,38.1,33.4,27.7,65.0,44.0,27.0,12.1,1.4,0.0,29.93,29.72,0.0
4/26/2024,64.2,55.7,46.8,43.2,39.1,35.2,74.0,55.0,36.0,12.5,1.7,0.0,29.76,29.61,0.0
4/27/2024,60.4,51.2,45.0,47.8,44.0,37.9,96.0,78.0,45.0,14.3,2.7,0.0,29.75,29.52,0.44
4/28/2024,66.2,52.4,38.3,43.7,36.6,30.2,93.0,60.0,28.0,7.4,0.9,0.0,29.93,29.75,0.0
4/29/2024,68.5,54.1,44.6,48.7,40.0,33.1,85.0,61.0,30.0,9.6,1.3,0.0,29.99,29.9,0.11
4/30/2024,66.7,55.0,42.4,48.6,43.3,36.0,94.0,68.0,37.0,11.6,1.7,0.0,29.99,29.86,0.0
5/1/2024,59.7,50.3,43.0,48.9,37.4,26.8,90.0,64.0,31.0,11.2,2.7,0.0,29.93,29.79,0.01
5/2/2024,62.4,50.6,39.9,39.4,35.8,31.3,82.0,59.0,35.0,8.3,1.9,0.0,30.06,29.92,0.0
5/3/2024,69.8,54.6,40.1,43.7,39.3,35.1,89.0,60.0,34.0,9.0,1.3,0.0,30.11,30.03,0.0
5/4/2024,75.4,60.9,47.5,48.4,44.3,39.6,86.0,58.0,29.0,10.1,1.8,0.0,30.07,29.98,0.0
5/5/2024,68.2,60.5,54.0,55.9,51.6,45.7,97.0,74.0,53.0,11.2,2.2,0.0,30.04,29.89,0.16
5/6/2024,72.5,59.5,50.7,53.6,48.1,36.1,98.0,70.0,33.0,9.4,1.4,0.0,30.03,29.88,0.02
5/7/2024,76.8,59.9,45.5,45.5,40.5,31.8,80.0,52.0,30.0,7.6,1.0,0.0,30.18,30.02,0.0
5/8/2024,79.5,62.3,47.8,42.4,37.0,23.9,72.0,44.0,16.0,10.7,1.5,0.0,30.19,30.06,0.0
5/9/2024,84.7,67.1,51.8,46.6,41.4,35.1,70.0,42.0,18.0,6.5,0.7,0.0,30.11,29.99,0.0
5/10/2024,87.6,70.5,53.8,48.6,44.5,39.9,71.0,42.0,21.0,7.8,1.0,0.0,30.06,29.94,0.0
5/11/2024,86.2,71.2,57.6,48.4,43.2,39.7,60.0,38.0,21.0,9.6,1.7,0.0,30.03,29.94,0.0
5/12/2024,86.0,70.7,56.1,51.6,47.5,45.1,71.0,46.0,26.0,6.9,1.0,0.0,30.04,29.94,0.0
5/13/2024,84.9,70.5,56.7,53.4,48.9,45.1,70.0,48.0,29.0,10.1,1.6,0.0,29.98,29.77,0.0
5/14/2024,67.3,58.5,50.4,54.9,41.1,35.4,88.0,54.0,34.0,11.4,3.3,0.0,29.83,29.75,0.02
5/15/2024,68.2,56.2,47.7,39.4,35.2,27.9,64.0,47.0,27.0,12.3,2.9,0.0,29.83,29.77,0.0
5/16/2024,67.1,55.7,46.9,41.2,37.8,33.4,73.0,52.0,34.0,10.5,1.8,0.0,29.84,29.78,0.0
5/17/2024,69.6,58.4,50.5,50.5,45.4,38.8,96.0,65.0,35.0,8.1,1.6,0.0,29.88,29.76,0.04
5/18/2024,75.0,60.3,45.9,44.2,40.6,34.2,83.0,52.0,23.0,7.6,1.2,0.0,29.91,29.81,0.0
5/19/2024,74.1,60.1,48.7,46.0,41.6,34.9,78.0,53.0,25.0,11.9,1.7,0.0,29.88,29.77,0.0
5/20/2024,71.4,58.1,45.7,47.7,42.4,39.2,81.0,58.0,33.0,9.0,1.2,0.0,29.93,29.86,0.0
5/21/2024,71.1,58.7,53.2,54.1,46.0,43.0,81.0,64.0,38.0,10.5,1.2,0.0,30.06,29.92,0.05
5/22/2024,74.3,61.4,49.6,45.3,42.6,36.1,75.0,53.0,30.0,8.3,1.5,0.0,30.07,29.99,0.0
5/23/2024,80.6,63.8,47.5,43.9,38.9,32.0,75.0,44.0,19.0,8.1,1.0,0.0,30.08,29.96,0.0
5/24/2024,84.9,68.4,53.8,49.6,43.6,37.0,67.0,44.0,21.0,10.1,1.8,0.0,30.04,29.95,0.0
5/25/2024,86.4,70.8,53.2,49.1,38.5,24.4,64.0,36.0,12.0,11.0,1.4,0.0,30.06,29.99,0.0
5/26/2024,86.9,72.0,54.9,50.0,42.7,36.1,57.0,36.0,23.0,10.7,1.4,0.0,30.08,29.98,0.0
5/27/2024,89.4,74.1,57.7,49.3,44.9,40.5,64.0,38.0,19.0,6.9,1.0,0.0,30.09,30.0,0.0
5/28/2024,91.4,75.2,61.0,56.3,50.3,45.9,64.0,44.0,24.0,7.6,1.5,0.0,30.15,30.04,0.0
5/29/2024,95.9,79.6,64.9,53.1,47.7,43.2,50.0,34.0,20.0,7.2,1.2,0.0,30.1,29.96,0.0
5/30/2024,95.9,80.2,65.7,57.0,50.2,45.9,55.0,37.0,21.0,9.0,1.6,0.0,30.01,29.85,0.0
5/31/2024,87.4,72.5,58.6,55.8,39.5,32.7,55.0,32.0,18.0,12.3,2.9,0.0,29.99,29.87,0.0
6/1/2024,82.0,66.9,53.2,49.5,41.5,37.0,55.0,41.0,25.0,9.6,3.0,0.0,30.07,29.95,0.0
6/2/2024,84.6,67.7,54.0,46.9,40.2,29.1,62.0,40.0,15.0,9.4,2.2,0.0,30.11,29.99,0.0
6/3/2024,88.2,72.2,58.8,54.1,47.3,40.8,60.0,43.0,25.0,9.0,2.0,0.0,30.06,29.94,0.0
6/4/2024,92.5,76.2,61.5,55.2,51.7,46.2,73.0,46.0,21.0,6.5,1.3,0.0,30.02,29.92,0.0
6/5/2024,95.4,79.6,63.9,52.3,48.3,44.6,56.0,35.0,19.0,9.2,1.2,0.0,30.04,29.95,0.0
6/6/2024,97.9,80.3,65.3,63.3,50.5,46.6,61.0,38.0,18.0,11.6,1.3,0.0,30.05,29.95,0.02
6/7/2024,94.6,80.1,68.7,55.4,50.9,43.9,59.0,38.0,21.0,11.0,2.0,0.0,30.06,29.87,0.0
6/8/2024,78.1,66.9,60.1,61.9,57.5,49.8,94.0,74.0,38.0,9.4,1.6,0.0,29.95,29.83,0.27
6/9/2024,75.6,66.4,58.8,59.5,56.8,53.6,94.0,73.0,48.0,7.6,1.1,0.0,29.92,29.82,0.0
6/10/2024,69.3,61.7,54.7,59.2,55.7,51.6,97.0,81.0,63.0,8.1,1.6,0.0,29.98,29.88,0.73
6/11/2024,81.9,65.8,52.5,52.7,46.2,40.5,79.0,52.0,25.0,8.5,1.6,0.0,30.03,29.94,0.0
6/12/2024,79.3,67.0,54.9,51.1,45.6,39.6,71.0,48.0,27.0,8.5,2.3,0.0,30.12,29.99,0.0
6/13/2024,85.6,69.8,54.5,52.3,44.7,39.7,63.0,43.0,23.0,12.1,1.9,0.0,30.15,30.03,0.0
6/14/2024,88.5,74.8,58.1,52.0,44.0,33.4,67.0,37.0,15.0,10.1,1.9,0.0,30.08,29.91,0.0
6/15/2024,86.2,73.0,59.7,55.2,44.1,33.4,67.0,39.0,17.0,10.7,2.2,0.0,29.98,29.91,0.0
6/16/2024,88.7,74.0,56.7,47.5,41.7,34.7,60.0,33.0,20.0,8.7,1.4,0.0,29.99,29.88,0.0
6/17/2024,88.7,74.7,59.5,51.8,46.5,42.6,68.0,39.0,21.0,13.4,1.4,0.0,29.96,29.86,0.0
6/18/2024,79.9,69.5,58.1,57.9,51.5,43.5,95.0,55.0,28.0,10.1,1.2,0.0,29.99,29.87,0.08
6/19/2024,79.9,65.8,55.2,57.7,51.6,43.3,96.0,66.0,30.0,10.3,1.3,0.0,30.01,29.93,0.0
6/20/2024,74.3,61.5,53.8,55.8,51.1,47.3,90.0,70.0,43.0,8.7,1.3,0.0,30.12,29.97,0.09
6/21/2024,85.8,69.6,54.1,51.6,49.3,45.9,85.0,52.0,28.0,6.9,1.1,0.0,30.19,30.11,0.0
6/22/2024,88.3,73.6,58.5,52.2,48.2,44.1,72.0,43.0,23.0,11.4,1.7,0.0,30.19,30.09,0.0
6/23/2024,91.4,75.4,63.0,58.8,52.9,46.0,65.0,46.0,32.0,9.0,1.6,0.0,30.13,29.98,0.0
6/24/2024,94.8,77.4,62.1,58.1,54.5,47.3,77.0,48.0,25.0,7.4,1.7,0.0,30.03,29.85,0.0
6/25/2024,100.4,81.0,66.4,65.5,55.4,49.3,67.0,43.0,21.0,8.1,1.2,0.0,29.92,29.78,0.0
6/26/2024,88.9,76.0,69.6,65.7,59.5,55.4,85.0,58.0,38.0,11.6,1.9,0.0,29.93,29.83,0.05
6/27/2024,95.2,78.9,68.4,58.8,54.8,49.1,69.0,46.0,23.0,10.5,1.8,0.0,29.97,29.85,0.0
6/28/2024,83.1,73.2,63.1,61.5,53.8,47.7,82.0,52.0,36.0,11.4,2.3,0.0,30.01,29.94,0.0
6/29/2024,77.9,66.6,59.4,60.8,58.0,55.8,93.0,75.0,53.0,10.3,2.7,0.0,30.01,29.95,0.04
6/30/2024,82.9,70.5,60.8,59.4,55.6,49.5,90.0,62.0,35.0,6.7,1.1,0.0,30.04,29.97,0.0
7/1/2024,90.3,74.3,61.7,56.7,52.4,45.3,75.0,50.0,26.0,7.4,1.2,0.0,30.17,30.01,0.0
7/2/2024,93.7,75.4,60.6,54.1,50.7,46.8,67.0,44.0,25.0,7.6,1.5,0.0,30.18,30.03,0.0
7/3/2024,96.3,79.4,60.6,51.8,45.6,39.0,55.0,32.0,18.0,6.5,0.9,0.0,30.1,29.95,0.0
7/4/2024,102.6,84.5,69.1,54.0,48.2,44.4,45.0,30.0,16.0,10.1,1.0,0.0,30.04,29.93,0.0
7/5/2024,103.1,86.3,72.5,55.8,52.4,47.8,51.0,33.0,18.0,11.4,1.4,0.0,29.99,29.82,0.0
7/6/2024,92.5,82.3,72.3,59.2,53.7,46.8,59.0,39.0,22.0,12.8,2.3,0.0,29.95,29.82,0.0
7/7/2024,91.0,76.3,63.3,59.2,50.0,33.4,73.0,45.0,14.0,8.3,1.9,0.0,29.97,29.91,0.0
7/8/2024,94.5,78.8,62.2,50.2,44.3,39.9,53.0,32.0,17.0,6.9,0.7,0.0,30.02,29.93,0.0
7/9/2024,92.5,79.6,67.1,53.1,45.8,37.0,52.0,31.0,21.0,7.2,1.2,0.0,30.06,29.97,0.0
7/10/2024,97.2,81.5,65.8,59.9,54.7,45.5,69.0,41.0,28.0,7.6,1.1,0.0,30.14,30.05,0.0
7/11/2024,98.2,84.9,70.2,61.3,56.3,47.3,60.0,40.0,24.0,12.1,1.8,0.0,30.11,30.01,0.0
7/12/2024,96.8,82.0,66.9,52.9,47.1,41.5,53.0,32.0,17.0,8.1,1.5,0.0,30.06,29.92,0.0
7/13/2024,95.2,80.0,65.3,59.5,48.7,36.9,59.0,37.0,14.0,7.8,2.2,0.0,29.96,29.84,0.0
7/14/2024,93.0,79.5,65.1,46.8,37.2,22.5,42.0,24.0,10.0,11.2,2.1,0.0,29.99,29.88,0.0
7/15/2024,88.7,77.8,67.5,62.2,52.7,37.0,68.0,43.0,25.0,13.2,2.8,0.0,30.06,29.94,0.0
7/16/2024,94.5,78.6,62.8,52.0,42.1,16.3,58.0,32.0,6.0,7.6,1.0,0.0,30.1,30.01,0.0
7/17/2024,99.7,81.3,63.9,61.2,44.5,32.5,48.0,30.0,14.0,8.1,0.9,0.0,30.11,30.01,0.0
7/18/2024,101.3,84.0,67.1,63.0,47.9,39.0,53.0,31.0,15.0,7.8,1.0,0.0,30.15,30.05,0.0
7/19/2024,103.3,86.6,68.2,50.9,45.9,35.2,48.0,27.0,11.0,8.5,1.1,0.0,30.16,30.02,0.0
7/20/2024,97.9,84.0,70.0,55.9,48.1,40.3,46.0,30.0,18.0,13.0,2.2,0.0,30.04,29.85,0.0
7/21/2024,95.4,79.7,65.3,56.1,48.7,34.7,64.0,38.0,16.0,10.5,2.2,0.0,30.09,29.92,0.0
7/22/2024,99.0,80.1,61.5,46.8,37.0,18.0,55.0,26.0,6.0,6.3,1.2,0.0,30.17,30.08,0.0
