Date,High Temp (ºF),Avg Temp (ºF),Low T (ºF),High Dew Pt (ºF),Avg Dew Pt (ºF),Low Dew Pt (ºF),High Hum (%),Avg Hum (%),Low Hum (%),High Spe (mph),Avg Spe (mph),Low Spe (mph),High Press (in),Low Press (in),Sum Prec (In)
3/22/2024,78.4,64.5,48.6,53.8,46.8,40.5,89.0,56.0,29.0,11.6,2.1,0.0,30.18,30.03,0.0
3/23/2024,75.7,63.2,50.5,54.5,49.1,44.1,80.0,61.0,40.0,12.1,2.4,0.0,30.12,29.99,0.0
3/24/2024,70.9,61.9,51.1,52.2,46.8,43.2,83.0,59.0,38.0,13.4,2.2,0.0,30.04,29.75,0.0
3/25/2024,59.9,54.0,47.5,52.7,47.4,35.4,90.0,79.0,63.0,14.3,3.5,0.0,29.76,29.35,0.0
3/26/2024,50.7,42.8,37.6,37.2,34.1,23.7,94.0,73.0,36.0,25.3,6.4,0.0,29.43,29.36,0.07
3/27/2024,55.6,48.7,40.5,48.9,43.0,32.9,93.0,81.0,66.0,31.1,11.2,0.5,29.51,29.37,0.01
3/28/2024,60.3,50.7,44.1,51.6,45.5,39.7,95.0,83.0,61.0,24.6,9.6,0.0,29.62,29.46,0.53
3/29/2024,50.0,44.0,39.6,49.3,42.4,37.8,98.0,94.0,83.0,15.4,3.9,0.0,29.52,29.44,0.5
3/30/2024,50.5,43.7,39.7,45.1,41.6,38.8,98.0,93.0,71.0,19.2,5.0,0.0,29.5,29.33,0.64
3/31/2024,52.2,43.2,39.0,42.8,39.4,36.7,98.0,87.0,65.0,16.8,5.1,0.0,29.67,29.33,0.3
4/1/2024,54.3,45.6,39.6,43.5,39.9,36.3,95.0,81.0,57.0,23.5,6.7,0.0,30.06,29.67,0.02
4/2/2024,56.3,47.6,39.2,46.9,41.7,37.2,94.0,81.0,58.0,12.1,2.5,0.0,30.1,30.01,0.0
4/3/2024,64.6,54.7,46.9,49.8,46.5,41.9,95.0,75.0,47.0,15.0,4.3,0.0,30.15,30.03,0.0
4/4/2024,68.0,55.7,42.1,53.4,47.4,40.6,95.0,75.0,49.0,12.3,2.0,0.0,30.15,30.03,0.0
4/5/2024,73.0,61.5,51.8,51.8,48.4,44.6,88.0,64.0,41.0,10.7,2.4,0.0,30.08,29.94,0.0
4/6/2024,74.8,65.4,57.0,50.4,45.3,40.5,63.0,49.0,34.0,10.1,3.0,0.0,30.03,29.89,0.0
4/7/2024,70.0,61.9,52.9,55.4,50.4,47.1,85.0,67.0,48.0,14.8,3.6,0.0,30.03,29.91,0.0
4/8/2024,59.2,54.3,46.9,51.1,44.8,33.8,89.0,71.0,41.0,25.5,7.1,0.0,30.11,29.88,0.05
4/9/2024,62.2,50.4,39.0,37.0,33.4,29.8,77.0,54.0,31.0,15.7,4.5,0.0,30.39,30.1,0.0
4/10/2024,72.0,55.6,38.7,46.0,39.8,34.0,84.0,57.0,32.0,18.1,3.0,0.0,30.41,30.31,0.0
4/11/2024,81.1,66.1,52.5,56.7,48.2,41.0,68.0,53.0,38.0,19.7,4.2,0.0,30.39,30.3,0.0
4/12/2024,77.7,64.4,48.6,52.0,43.5,34.9,69.0,48.0,35.0,11.0,2.2,0.0,30.46,30.35,0.0
4/13/2024,81.3,65.9,49.1,52.2,46.7,38.8,89.0,54.0,25.0,8.5,1.7,0.0,30.4,30.27,0.0
4/14/2024,81.0,67.0,52.0,51.3,45.1,39.6,77.0,48.0,23.0,9.4,2.2,0.0,30.31,30.18,0.0
4/15/2024,83.1,71.7,57.7,55.4,49.0,43.5,69.0,46.0,26.0,15.7,5.0,0.0,30.2,30.08,0.0
4/16/2024,78.8,68.4,59.4,48.9,44.6,40.6,58.0,44.0,28.0,18.8,4.4,0.0,30.14,29.99,0.0
4/17/2024,73.9,60.0,48.0,46.2,40.9,34.5,74.0,51.0,26.0,14.3,3.7,0.0,30.05,29.95,0.0
4/18/2024,74.7,60.2,47.5,43.7,37.7,30.6,68.0,45.0,29.0,9.4,2.6,0.0,30.1,29.97,0.0
4/19/2024,71.8,57.9,45.3,46.4,38.2,24.1,62.0,48.0,36.0,10.3,2.6,0.0,30.15,30.01,0.0
4/20/2024,76.1,62.1,48.4,50.4,41.8,30.4,85.0,53.0,19.0,11.2,2.0,0.0,30.05,29.9,0.0
4/21/2024,77.4,63.2,52.7,45.0,33.4,26.6,44.0,34.0,16.0,15.7,3.5,0.0,30.02,29.91,0.0
4/22/2024,66.4,54.8,43.0,37.4,28.7,19.4,56.0,38.0,23.0,17.7,5.2,0.0,30.08,29.94,0.0
4/23/2024,64.4,50.0,34.2,36.9,27.7,17.8,68.0,43.0,31.0,15.4,2.7,0.0,30.11,30.0,0.0
4/24/2024,68.7,54.1,39.7,39.4,28.2,17.8,62.0,40.0,17.0,16.1,3.7,0.0,30.11,29.95,0.0
4/25/2024,66.7,56.4,45.1,40.3,34.1,27.0,63.0,44.0,30.0,14.3,2.7,0.0,29.96,29.74,0.0
4/26/2024,60.3,54.3,46.4,46.4,40.5,36.1,81.0,60.0,41.0,20.6,5.4,0.0,29.78,29.62,0.01
4/27/2024,55.9,49.1,44.2,48.9,43.8,37.6,98.0,83.0,60.0,20.1,5.8,0.0,29.78,29.53,0.59
4/28/2024,62.2,51.5,39.9,43.9,37.2,29.3,90.0,61.0,30.0,13.0,3.2,0.0,29.96,29.77,0.0
4/29/2024,67.3,54.1,43.5,45.0,39.9,32.5,81.0,60.0,34.0,15.9,3.4,0.0,29.99,29.92,0.0
4/30/2024,63.5,55.1,46.6,50.4,41.5,35.6,96.0,61.0,44.0,16.6,5.1,0.0,29.99,29.88,0.16
5/1/2024,60.4,49.0,42.8,50.0,37.8,28.0,96.0,68.0,31.0,21.3,5.9,0.0,29.96,29.82,0.07
5/2/2024,59.7,49.9,42.8,40.6,36.5,32.2,74.0,61.0,40.0,15.9,5.4,0.0,30.08,29.95,0.0
5/3/2024,65.1,52.7,37.6,45.3,40.3,34.9,91.0,65.0,42.0,13.4,4.1,0.0,30.14,30.05,0.0
5/4/2024,71.2,59.7,44.4,49.6,45.2,41.0,88.0,61.0,38.0,20.1,5.6,0.0,30.09,30.0,0.0
5/5/2024,64.9,59.7,54.5,55.6,51.8,45.7,96.0,76.0,51.0,19.0,5.6,0.0,30.04,29.9,0.23
5/6/2024,69.3,58.4,48.7,53.4,46.2,35.4,95.0,67.0,33.0,12.3,3.4,0.0,30.06,29.89,0.01
5/7/2024,73.8,60.8,47.3,46.2,40.6,36.9,71.0,49.0,29.0,14.5,3.6,0.0,30.17,30.05,0.0
5/8/2024,77.2,61.6,47.8,43.2,38.6,26.6,73.0,46.0,18.0,12.5,2.1,0.0,30.2,30.08,0.0
5/9/2024,81.1,65.0,49.6,47.5,41.6,36.9,70.0,45.0,23.0,8.3,1.6,0.0,30.12,30.01,0.0
5/10/2024,82.9,68.7,54.9,49.6,44.8,39.0,69.0,44.0,25.0,11.6,2.1,0.0,30.07,29.95,0.0
5/11/2024,82.6,69.5,58.8,51.6,45.1,40.1,55.0,42.0,24.0,18.3,4.1,0.0,30.03,29.95,0.0
5/12/2024,82.2,70.5,57.0,54.1,49.1,45.5,70.0,48.0,31.0,15.2,3.1,0.0,30.04,29.96,0.0
5/13/2024,79.3,68.7,55.0,55.0,49.9,43.7,71.0,52.0,35.0,19.9,5.5,0.0,29.98,29.78,0.0
5/14/2024,64.2,57.1,50.4,54.7,41.5,35.2,91.0,57.0,37.0,23.7,6.9,0.0,29.84,29.76,0.09
5/15/2024,66.2,55.1,47.1,41.0,36.8,30.4,70.0,52.0,31.0,17.5,5.2,0.0,29.84,29.77,0.0
5/16/2024,63.0,54.8,47.3,43.0,39.3,34.7,68.0,56.0,43.0,16.1,4.9,0.0,29.85,29.79,0.0
5/17/2024,66.6,57.4,50.0,50.9,45.9,38.8,94.0,68.0,40.0,17.2,4.5,0.0,29.89,29.77,0.01
5/18/2024,70.5,59.0,48.9,46.4,42.5,38.7,78.0,56.0,33.0,14.1,4.1,0.0,29.91,29.83,0.0
5/19/2024,69.8,57.0,50.4,50.5,45.2,39.6,87.0,66.0,36.0,15.9,4.2,0.0,29.89,29.79,0.12
5/20/2024,67.6,56.2,45.1,49.6,43.9,39.6,85.0,65.0,38.0,14.3,3.2,0.0,29.95,29.87,0.01
5/21/2024,68.9,58.0,53.2,52.3,46.6,43.7,84.0,66.0,45.0,16.1,4.6,0.0,30.06,29.93,0.05
5/22/2024,71.1,59.8,48.7,48.2,43.8,36.7,81.0,57.0,38.0,15.7,3.7,0.0,30.08,30.0,0.0
5/23/2024,76.6,63.4,49.8,45.1,41.3,37.2,75.0,47.0,26.0,15.9,3.5,0.0,30.09,29.96,0.0
5/24/2024,81.3,67.7,55.0,49.8,44.6,39.0,65.0,45.0,27.0,13.7,3.3,0.0,30.04,29.95,0.0
5/25/2024,82.8,69.1,52.2,46.9,37.9,23.0,62.0,36.0,12.0,18.8,4.1,0.0,30.06,29.99,0.0
5/26/2024,83.1,71.6,58.6,51.4,45.4,37.4,60.0,40.0,25.0,19.2,4.9,0.0,30.08,29.98,0.0
5/27/2024,85.3,71.7,59.9,48.7,44.6,38.5,56.0,40.0,20.0,14.5,4.4,0.0,30.09,30.01,0.0
5/28/2024,87.3,73.2,59.2,57.2,50.7,44.2,68.0,47.0,29.0,13.7,2.5,0.0,30.14,30.04,0.0
5/29/2024,92.7,78.8,62.2,51.8,47.1,41.9,55.0,34.0,18.0,13.7,2.8,0.0,30.09,29.96,0.0
5/30/2024,92.8,79.6,64.8,58.6,49.9,45.0,51.0,37.0,23.0,14.5,2.5,0.0,30.0,29.85,0.0
5/31/2024,88.7,74.2,60.6,57.6,43.8,29.5,61.0,36.0,14.0,12.3,3.7,0.0,29.96,29.86,0.0
6/1/2024,82.9,69.1,55.4,48.0,42.5,36.0,55.0,39.0,27.0,11.2,3.2,0.0,30.06,29.94,0.0
6/2/2024,82.8,68.2,55.4,48.7,41.4,34.5,56.0,40.0,19.0,11.2,2.9,0.0,30.1,29.98,0.0
6/3/2024,83.5,71.4,59.9,58.1,48.4,37.2,65.0,45.0,31.0,12.3,2.7,0.0,30.06,29.94,0.03
6/4/2024,88.2,75.0,62.2,55.2,52.2,47.5,72.0,47.0,29.0,13.2,3.3,0.0,30.01,29.92,0.0
6/5/2024,90.0,78.9,63.7,54.7,50.7,46.4,61.0,39.0,23.0,14.8,3.2,0.0,30.04,29.96,0.0
6/6/2024,95.4,79.6,62.1,54.7,50.8,45.5,66.0,39.0,22.0,11.6,2.8,0.0,30.04,29.94,0.0
6/7/2024,91.4,80.4,71.2,54.7,49.4,43.9,50.0,35.0,24.0,18.6,3.6,0.0,30.05,29.86,0.0
6/8/2024,78.6,66.5,61.3,61.9,58.0,51.4,96.0,76.0,39.0,15.7,2.4,0.0,29.96,29.83,0.01
6/9/2024,72.5,64.9,58.3,63.3,58.0,54.0,97.0,79.0,59.0,11.6,2.8,0.0,29.92,29.83,0.0
6/10/2024,69.4,62.3,57.7,60.6,58.5,56.1,98.0,88.0,68.0,8.1,1.9,0.0,29.99,29.88,0.18
6/11/2024,79.0,63.6,51.6,56.5,48.1,39.6,88.0,62.0,25.0,15.0,2.0,0.0,30.03,29.88,0.0
6/12/2024,77.9,67.2,57.4,60.3,46.7,41.2,75.0,49.0,30.0,15.7,3.3,0.0,30.05,29.92,0.05
6/13/2024,82.2,68.7,54.0,52.0,45.3,37.8,69.0,45.0,22.0,15.0,3.7,0.0,30.07,29.96,0.0
6/14/2024,85.3,73.3,58.6,56.5,45.2,31.6,70.0,40.0,16.0,20.4,6.2,0.0,30.0,29.84,0.0
6/15/2024,84.2,71.2,60.1,56.3,45.1,32.9,67.0,43.0,20.0,16.6,5.1,0.0,29.92,29.84,0.0
6/16/2024,85.5,71.8,57.6,50.5,43.3,37.9,57.0,37.0,26.0,18.8,4.5,0.0,29.92,29.81,0.0
6/17/2024,84.6,78.6,73.0,50.9,48.8,45.9,42.0,35.0,28.0,17.7,5.1,0.0,29.83,29.8,0.0
6/18/2024,75.2,67.5,59.2,58.1,52.2,47.1,89.0,60.0,41.0,28.6,3.6,0.0,29.91,29.79,0.03
6/19/2024,75.7,63.0,53.4,56.5,50.5,43.2,94.0,67.0,34.0,18.8,3.7,0.0,29.93,29.86,0.03
6/20/2024,67.5,59.6,53.2,58.3,51.7,48.0,92.0,76.0,56.0,15.7,4.1,0.0,30.06,29.89,0.14
6/21/2024,84.4,69.4,57.0,53.4,50.2,45.0,80.0,53.0,30.0,12.5,2.5,0.0,30.12,30.04,0.0
6/22/2024,86.9,74.4,62.8,52.3,48.1,43.3,59.0,41.0,25.0,15.7,4.3,0.0,30.12,30.02,0.0
6/23/2024,89.1,75.9,63.5,58.6,53.1,45.3,63.0,46.0,35.0,14.8,2.7,0.0,30.05,29.9,0.0
6/24/2024,93.4,77.8,64.8,59.5,55.4,49.8,73.0,49.0,23.0,14.3,3.1,0.0,29.95,29.78,0.0
6/25/2024,93.7,80.5,68.2,60.8,56.3,50.4,61.0,45.0,29.0,17.5,3.6,0.0,29.85,29.71,0.0
6/26/2024,87.4,75.1,65.7,66.0,60.0,55.8,91.0,61.0,40.0,14.8,4.3,0.0,29.86,29.74,0.15
6/27/2024,91.9,77.2,64.2,63.3,57.6,51.8,91.0,55.0,29.0,11.9,2.5,0.0,29.89,29.77,0.0
6/28/2024,79.9,71.3,61.2,62.4,55.1,49.8,85.0,58.0,41.0,16.1,4.6,0.0,29.93,29.86,0.04
6/29/2024,71.1,63.8,58.8,62.2,58.5,56.1,95.0,83.0,67.0,18.1,6.8,0.0,29.94,29.88,0.04
6/30/2024,79.2,68.3,59.9,60.8,57.6,52.9,93.0,71.0,42.0,12.5,3.7,0.0,29.96,29.89,0.0
7/1/2024,86.5,74.4,62.1,58.5,52.9,45.1,74.0,50.0,25.0,15.2,3.9,0.0,30.09,29.94,0.0
7/2/2024,89.8,75.7,61.9,54.1,51.6,48.6,68.0,45.0,26.0,16.3,2.8,0.0,30.11,29.96,0.0
7/3/2024,93.2,79.5,64.0,53.8,47.8,39.2,53.0,34.0,23.0,13.9,2.2,0.0,30.02,29.87,0.0
7/4/2024,99.1,84.9,67.8,52.7,48.5,44.2,47.0,30.0,18.0,12.5,2.3,0.0,29.96,29.84,0.0
7/5/2024,98.8,85.6,74.3,56.5,53.2,48.6,46.0,34.0,21.0,18.3,4.0,0.0,29.91,29.74,0.0
7/6/2024,90.5,82.1,73.6,58.8,52.4,44.1,57.0,37.0,24.0,17.0,4.9,0.0,29.87,29.75,0.0
7/7/2024,86.4,74.9,61.5,59.4,51.5,38.3,76.0,47.0,19.0,16.6,3.5,0.0,29.9,29.82,0.0
7/8/2024,89.6,77.5,62.6,48.7,44.0,34.5,53.0,32.0,19.0,14.3,4.7,0.0,29.94,29.85,0.0
7/9/2024,88.3,77.7,66.9,50.9,45.6,35.2,48.0,33.0,22.0,16.6,5.0,0.0,29.98,29.89,0.0
7/10/2024,93.4,79.8,66.4,62.1,55.5,45.7,61.0,44.0,32.0,17.9,4.7,0.0,30.05,29.97,0.0
7/11/2024,94.3,83.3,71.6,62.8,57.5,44.6,61.0,43.0,28.0,20.6,6.2,0.0,30.03,29.93,0.0
7/12/2024,92.3,79.6,67.3,55.4,49.1,41.4,60.0,37.0,20.0,16.6,5.0,0.0,29.98,29.84,0.0
7/13/2024,91.2,78.8,66.6,56.7,48.6,37.6,57.0,37.0,16.0,16.8,4.3,0.0,29.88,29.76,0.0
7/14/2024,89.2,78.3,63.9,49.1,39.6,21.4,45.0,27.0,10.0,18.3,5.5,0.0,29.9,29.81,0.0
7/15/2024,84.4,76.5,68.2,63.5,53.8,37.4,69.0,47.0,23.0,22.4,7.0,0.0,29.98,29.85,0.0
7/16/2024,90.7,76.3,62.2,51.1,43.3,30.0,58.0,35.0,13.0,13.7,3.6,0.0,30.02,29.92,0.0
7/17/2024,95.5,80.3,63.1,56.3,43.2,33.6,50.0,29.0,15.0,15.7,3.0,0.0,30.03,29.93,0.0
7/18/2024,96.4,82.8,65.7,63.7,46.8,39.2,61.0,30.0,16.0,15.7,3.1,0.0,30.06,29.97,0.0
7/19/2024,99.3,85.0,66.4,51.3,45.5,36.3,48.0,27.0,12.0,19.9,4.1,0.0,30.08,29.95,0.0
7/20/2024,94.1,82.6,68.0,58.3,49.8,40.1,51.0,33.0,22.0,24.6,5.9,0.0,29.96,29.78,0.0
7/21/2024,92.8,77.8,65.5,58.3,48.4,32.2,67.0,40.0,15.0,20.1,5.1,0.0,30.01,29.85,0.0
7/22/2024,97.0,80.2,64.2,46.4,35.6,19.9,48.0,24.0,7.0,10.7,2.0,0.0,30.1,30.0,0.0
